STAT_DATE,XMMC,date
2015-09-28,(B)╨ЛйМ(╟К),20150928
2015-09-29,(B)╨ЛйМ(╟К),20150929
2015-09-30,(B)╨ЛйМ(╟К),20150930
2015-10-01,(B)╨ЛйМ(╟К),20151001
2015-10-02,(B)╨ЛйМ(╟К),20151002
2015-10-03,(B)╨ЛйМ(╟К),20151003
2015-10-04,(B)╨ЛйМ(╟К),20151004
2015-10-05,(B)╨ЛйМ(╟К),20151005
2015-10-06,(B)╨ЛйМ(╟К),20151006
2015-10-07,(B)╨ЛйМ(╟К),20151007
2015-10-08,(B)╨ЛйМ(╟К),20151008
2015-10-09,(B)╨ЛйМ(╟К),20151009
2015-10-10,(B)╨ЛйМ(╟К),20151010
2015-10-11,(B)╨ЛйМ(╟К),20151011
2015-10-12,(B)╨ЛйМ(╟К),20151012
2015-10-13,(B)╨ЛйМ(╟К),20151013
2015-10-14,(B)╨ЛйМ(╟К),20151014
2015-10-15,(B)╨ЛйМ(╟К),20151015
2015-10-16,(B)╨ЛйМ(╟К),20151016
2015-10-17,(B)╨ЛйМ(╟К),20151017
2015-10-18,(B)╨ЛйМ(╟К),20151018
2015-10-19,(B)╨ЛйМ(╟К),20151019
2015-10-20,(B)╨ЛйМ(╟К),20151020
2015-10-21,(B)╨ЛйМ(╟К),20151021
2015-10-22,(B)╨ЛйМ(╟К),20151022
2015-10-23,(B)╨ЛйМ(╟К),20151023
2015-10-24,(B)╨ЛйМ(╟К),20151024
2015-10-25,(B)╨ЛйМ(╟К),20151025
2015-10-26,(B)╨ЛйМ(╟К),20151026
2015-10-27,(B)╨ЛйМ(╟К),20151027
2015-10-28,(B)╨ЛйМ(╟К),20151028
2015-10-29,(B)╨ЛйМ(╟К),20151029
2015-10-30,(B)╨ЛйМ(╟К),20151030
2015-10-31,(B)╨ЛйМ(╟К),20151031
2015-11-01,(B)╨ЛйМ(╟К),20151101
2015-11-02,(B)╨ЛйМ(╟К),20151102
2015-11-03,(B)╨ЛйМ(╟К),20151103
2015-11-04,(B)╨ЛйМ(╟К),20151104
2015-11-05,(B)╨ЛйМ(╟К),20151105
2015-11-06,(B)╨ЛйМ(╟К),20151106
2015-11-07,(B)╨ЛйМ(╟К),20151107
2015-11-08,(B)╨ЛйМ(╟К),20151108
2015-11-09,(B)╨ЛйМ(╟К),20151109
2015-11-10,(B)╨ЛйМ(╟К),20151110
2015-11-11,(B)╨ЛйМ(╟К),20151111
2015-11-12,(B)╨ЛйМ(╟К),20151112
2015-11-13,(B)╨ЛйМ(╟К),20151113
2015-11-14,(B)╨ЛйМ(╟К),20151114
2015-11-15,(B)╨ЛйМ(╟К),20151115
2015-11-16,(B)╨ЛйМ(╟К),20151116
2015-11-17,(B)╨ЛйМ(╟К),20151117
2015-11-18,(B)╨ЛйМ(╟К),20151118
2015-11-19,(B)╨ЛйМ(╟К),20151119
2015-11-20,(B)╨ЛйМ(╟К),20151120
2015-11-21,(B)╨ЛйМ(╟К),20151121
2015-11-22,(B)╨ЛйМ(╟К),20151122
2015-11-23,(B)╨ЛйМ(╟К),20151123
2015-11-24,(B)╨ЛйМ(╟К),20151124
2015-11-25,(B)╨ЛйМ(╟К),20151125
2015-11-26,(B)╨ЛйМ(╟К),20151126
2015-11-27,(B)╨ЛйМ(╟К),20151127
2015-11-28,(B)╨ЛйМ(╟К),20151128
2015-11-29,(B)╨ЛйМ(╟К),20151129
2015-11-30,(B)╨ЛйМ(╟К),20151130
2015-12-01,(B)╨ЛйМ(╟К),20151201
2015-12-02,(B)╨ЛйМ(╟К),20151202
2015-12-03,(B)╨ЛйМ(╟К),20151203
2015-12-04,(B)╨ЛйМ(╟К),20151204
2015-12-05,(B)╨ЛйМ(╟К),20151205
2015-12-06,(B)╨ЛйМ(╟К),20151206
2015-12-07,(B)╨ЛйМ(╟К),20151207
2015-12-08,(B)╨ЛйМ(╟К),20151208
2015-12-09,(B)╨ЛйМ(╟К),20151209
2015-12-10,(B)╨ЛйМ(╟К),20151210
2015-12-11,(B)╨ЛйМ(╟К),20151211
2015-12-12,(B)╨ЛйМ(╟К),20151212
2015-12-13,(B)╨ЛйМ(╟К),20151213
2015-12-14,(B)╨ЛйМ(╟К),20151214
2015-12-15,(B)╨ЛйМ(╟К),20151215
2015-12-16,(B)╨ЛйМ(╟К),20151216
2015-12-17,(B)╨ЛйМ(╟К),20151217
2015-12-18,(B)╨ЛйМ(╟К),20151218
2015-12-19,(B)╨ЛйМ(╟К),20151219
2015-12-20,(B)╨ЛйМ(╟К),20151220
2015-12-21,(B)╨ЛйМ(╟К),20151221
2015-12-22,(B)╨ЛйМ(╟К),20151222
2015-12-23,(B)╨ЛйМ(╟К),20151223
2015-12-24,(B)╨ЛйМ(╟К),20151224
2015-12-25,(B)╨ЛйМ(╟К),20151225
2015-12-26,(B)╨ЛйМ(╟К),20151226
2015-12-27,(B)╨ЛйМ(╟К),20151227
2015-12-28,(B)╨ЛйМ(╟К),20151228
2015-12-29,(B)╨ЛйМ(╟К),20151229
2015-12-30,(B)╨ЛйМ(╟К),20151230
2015-12-31,(B)╨ЛйМ(╟К),20151231
2016-01-01,(B)╨ЛйМ(╟К),20160101
2016-01-02,(B)╨ЛйМ(╟К),20160102
2016-01-03,(B)╨ЛйМ(╟К),20160103
2016-01-04,(B)╨ЛйМ(╟К),20160104
2016-01-05,(B)╨ЛйМ(╟К),20160105
2016-01-06,(B)╨ЛйМ(╟К),20160106
2016-01-07,(B)╨ЛйМ(╟К),20160107
2016-01-08,(B)╨ЛйМ(╟К),20160108
2016-01-09,(B)╨ЛйМ(╟К),20160109
2016-01-10,(B)╨ЛйМ(╟К),20160110
2016-01-11,(B)╨ЛйМ(╟К),20160111
2016-01-12,(B)╨ЛйМ(╟К),20160112
2016-01-13,(B)╨ЛйМ(╟К),20160113
2016-01-14,(B)╨ЛйМ(╟К),20160114
2016-01-15,(B)╨ЛйМ(╟К),20160115
2016-01-16,(B)╨ЛйМ(╟К),20160116
2016-01-17,(B)╨ЛйМ(╟К),20160117
2016-01-18,(B)╨ЛйМ(╟К),20160118
2016-01-19,(B)╨ЛйМ(╟К),20160119
2016-01-20,(B)╨ЛйМ(╟К),20160120
2016-01-21,(B)╨ЛйМ(╟К),20160121
2016-01-22,(B)╨ЛйМ(╟К),20160122
2016-01-23,(B)╨ЛйМ(╟К),20160123
2016-01-24,(B)╨ЛйМ(╟К),20160124
2016-01-25,(B)╨ЛйМ(╟К),20160125
2016-01-26,(B)╨ЛйМ(╟К),20160126
2016-01-27,(B)╨ЛйМ(╟К),20160127
2016-01-28,(B)╨ЛйМ(╟К),20160128
2016-01-29,(B)╨ЛйМ(╟К),20160129
2016-01-30,(B)╨ЛйМ(╟К),20160130
2016-01-31,(B)╨ЛйМ(╟К),20160131
2016-02-01,(B)╨ЛйМ(╟К),20160201
2016-02-02,(B)╨ЛйМ(╟К),20160202
2016-02-03,(B)╨ЛйМ(╟К),20160203
2016-02-04,(B)╨ЛйМ(╟К),20160204
2016-02-05,(B)╨ЛйМ(╟К),20160205
2016-02-06,(B)╨ЛйМ(╟К),20160206
2016-02-09,(B)╨ЛйМ(╟К),20160209
2016-02-10,(B)╨ЛйМ(╟К),20160210
2016-02-11,(B)╨ЛйМ(╟К),20160211
2016-02-12,(B)╨ЛйМ(╟К),20160212
2016-02-13,(B)╨ЛйМ(╟К),20160213
2016-02-14,(B)╨ЛйМ(╟К),20160214
2016-02-15,(B)╨ЛйМ(╟К),20160215
2016-02-16,(B)╨ЛйМ(╟К),20160216
2016-02-17,(B)╨ЛйМ(╟К),20160217
2016-02-18,(B)╨ЛйМ(╟К),20160218
2016-02-19,(B)╨ЛйМ(╟К),20160219
2016-02-20,(B)╨ЛйМ(╟К),20160220
2016-02-21,(B)╨ЛйМ(╟К),20160221
2016-02-22,(B)╨ЛйМ(╟К),20160222
2016-02-23,(B)╨ЛйМ(╟К),20160223
2016-02-24,(B)╨ЛйМ(╟К),20160224
2016-02-25,(B)╨ЛйМ(╟К),20160225
2016-02-26,(B)╨ЛйМ(╟К),20160226
2016-02-27,(B)╨ЛйМ(╟К),20160227
2016-02-28,(B)╨ЛйМ(╟К),20160228
2016-02-29,(B)╨ЛйМ(╟К),20160229
2016-03-01,(B)╨ЛйМ(╟К),20160301
2016-03-02,(B)╨ЛйМ(╟К),20160302
2016-03-03,(B)╨ЛйМ(╟К),20160303
2016-03-04,(B)╨ЛйМ(╟К),20160304
2016-03-05,(B)╨ЛйМ(╟К),20160305
2016-03-06,(B)╨ЛйМ(╟К),20160306
2016-03-07,(B)╨ЛйМ(╟К),20160307
2016-03-08,(B)╨ЛйМ(╟К),20160308
2016-03-09,(B)╨ЛйМ(╟К),20160309
2016-03-10,(B)╨ЛйМ(╟К),20160310
2016-03-11,(B)╨ЛйМ(╟К),20160311
2016-03-12,(B)╨ЛйМ(╟К),20160312
2016-03-13,(B)╨ЛйМ(╟К),20160313
2016-03-14,(B)╨ЛйМ(╟К),20160314
2016-03-15,(B)╨ЛйМ(╟К),20160315
2016-03-16,(B)╨ЛйМ(╟К),20160316
2016-03-17,(B)╨ЛйМ(╟К),20160317
2016-03-18,(B)╨ЛйМ(╟К),20160318
2016-03-19,(B)╨ЛйМ(╟К),20160319
2016-03-20,(B)╨ЛйМ(╟К),20160320
2016-03-21,(B)╨ЛйМ(╟К),20160321
2016-03-22,(B)╨ЛйМ(╟К),20160322
2016-03-23,(B)╨ЛйМ(╟К),20160323
2016-03-24,(B)╨ЛйМ(╟К),20160324
2016-03-25,(B)╨ЛйМ(╟К),20160325
2016-03-26,(B)╨ЛйМ(╟К),20160326
2016-03-27,(B)╨ЛйМ(╟К),20160327
2016-03-28,(B)╨ЛйМ(╟К),20160328
2016-03-29,(B)╨ЛйМ(╟К),20160329
2016-03-30,(B)╨ЛйМ(╟К),20160330
2016-03-31,(B)╨ЛйМ(╟К),20160331
2016-04-01,(B)╨ЛйМ(╟К),20160401
2016-04-02,(B)╨ЛйМ(╟К),20160402
2016-04-03,(B)╨ЛйМ(╟К),20160403
2016-04-04,(B)╨ЛйМ(╟К),20160404
2016-04-05,(B)╨ЛйМ(╟К),20160405
2016-04-06,(B)╨ЛйМ(╟К),20160406
2016-04-07,(B)╨ЛйМ(╟К),20160407
2016-04-08,(B)╨ЛйМ(╟К),20160408
2016-04-09,(B)╨ЛйМ(╟К),20160409
2016-04-10,(B)╨ЛйМ(╟К),20160410
2016-04-11,(B)╨ЛйМ(╟К),20160411
2016-04-12,(B)╨ЛйМ(╟К),20160412
2016-04-13,(B)╨ЛйМ(╟К),20160413
2016-04-14,(B)╨ЛйМ(╟К),20160414
2016-04-15,(B)╨ЛйМ(╟К),20160415
2016-04-16,(B)╨ЛйМ(╟К),20160416
2016-04-17,(B)╨ЛйМ(╟К),20160417
2016-04-18,(B)╨ЛйМ(╟К),20160418
2016-04-19,(B)╨ЛйМ(╟К),20160419
2016-04-20,(B)╨ЛйМ(╟К),20160420
2016-04-21,(B)╨ЛйМ(╟К),20160421
2016-04-22,(B)╨ЛйМ(╟К),20160422
2016-04-23,(B)╨ЛйМ(╟К),20160423
2016-04-24,(B)╨ЛйМ(╟К),20160424
2016-04-25,(B)╨ЛйМ(╟К),20160425
2016-04-26,(B)╨ЛйМ(╟К),20160426
2016-04-27,(B)╨ЛйМ(╟К),20160427
2016-04-28,(B)╨ЛйМ(╟К),20160428
2016-04-29,(B)╨ЛйМ(╟К),20160429
2016-04-30,(B)╨ЛйМ(╟К),20160430
2016-05-01,(B)╨ЛйМ(╟К),20160501
2016-05-02,(B)╨ЛйМ(╟К),20160502
2016-05-03,(B)╨ЛйМ(╟К),20160503
2016-05-04,(B)╨ЛйМ(╟К),20160504
2016-05-05,(B)╨ЛйМ(╟К),20160505
2016-05-06,(B)╨ЛйМ(╟К),20160506
2016-05-07,(B)╨ЛйМ(╟К),20160507
2016-05-08,(B)╨ЛйМ(╟К),20160508
2016-05-09,(B)╨ЛйМ(╟К),20160509
2016-05-10,(B)╨ЛйМ(╟К),20160510
2016-05-11,(B)╨ЛйМ(╟К),20160511
2016-05-12,(B)╨ЛйМ(╟К),20160512
2016-05-13,(B)╨ЛйМ(╟К),20160513
2016-05-14,(B)╨ЛйМ(╟К),20160514
2016-05-15,(B)╨ЛйМ(╟К),20160515
2016-05-16,(B)╨ЛйМ(╟К),20160516
2016-05-17,(B)╨ЛйМ(╟К),20160517
2016-05-18,(B)╨ЛйМ(╟К),20160518
2016-05-19,(B)╨ЛйМ(╟К),20160519
2016-05-20,(B)╨ЛйМ(╟К),20160520
2016-05-21,(B)╨ЛйМ(╟К),20160521
2016-05-22,(B)╨ЛйМ(╟К),20160522
2016-05-23,(B)╨ЛйМ(╟К),20160523
2016-05-24,(B)╨ЛйМ(╟К),20160524
2016-05-25,(B)╨ЛйМ(╟К),20160525
2016-05-26,(B)╨ЛйМ(╟К),20160526
2016-05-27,(B)╨ЛйМ(╟К),20160527
2016-05-28,(B)╨ЛйМ(╟К),20160528
2016-05-29,(B)╨ЛйМ(╟К),20160529
2016-05-30,(B)╨ЛйМ(╟К),20160530
2016-05-31,(B)╨ЛйМ(╟К),20160531
2016-06-01,(B)╨ЛйМ(╟К),20160601
2016-06-02,(B)╨ЛйМ(╟К),20160602
2016-06-03,(B)╨ЛйМ(╟К),20160603
2016-06-04,(B)╨ЛйМ(╟К),20160604
2016-06-05,(B)╨ЛйМ(╟К),20160605
2016-06-06,(B)╨ЛйМ(╟К),20160606
2016-06-07,(B)╨ЛйМ(╟К),20160607
2016-06-08,(B)╨ЛйМ(╟К),20160608
2016-06-09,(B)╨ЛйМ(╟К),20160609
2016-06-10,(B)╨ЛйМ(╟К),20160610
2016-06-11,(B)╨ЛйМ(╟К),20160611
2016-06-12,(B)╨ЛйМ(╟К),20160612
2016-06-13,(B)╨ЛйМ(╟К),20160613
2016-06-14,(B)╨ЛйМ(╟К),20160614
2016-06-15,(B)╨ЛйМ(╟К),20160615
2016-06-16,(B)╨ЛйМ(╟К),20160616
2016-06-17,(B)╨ЛйМ(╟К),20160617
2016-06-18,(B)╨ЛйМ(╟К),20160618
2016-06-19,(B)╨ЛйМ(╟К),20160619
2016-06-20,(B)╨ЛйМ(╟К),20160620
2016-06-21,(B)╨ЛйМ(╟К),20160621
2016-06-22,(B)╨ЛйМ(╟К),20160622
2016-06-23,(B)╨ЛйМ(╟К),20160623
2016-06-24,(B)╨ЛйМ(╟К),20160624
2016-06-25,(B)╨ЛйМ(╟К),20160625
2016-06-26,(B)╨ЛйМ(╟К),20160626
2016-06-27,(B)╨ЛйМ(╟К),20160627
2016-06-28,(B)╨ЛйМ(╟К),20160628
2016-06-29,(B)╨ЛйМ(╟К),20160629
2016-06-30,(B)╨ЛйМ(╟К),20160630
2016-07-01,(B)╨ЛйМ(╟К),20160701
2016-07-02,(B)╨ЛйМ(╟К),20160702
2016-07-03,(B)╨ЛйМ(╟К),20160703
2016-07-04,(B)╨ЛйМ(╟К),20160704
2016-07-05,(B)╨ЛйМ(╟К),20160705
2016-07-06,(B)╨ЛйМ(╟К),20160706
2016-07-07,(B)╨ЛйМ(╟К),20160707
2016-07-08,(B)╨ЛйМ(╟К),20160708
2016-07-09,(B)╨ЛйМ(╟К),20160709
2016-07-10,(B)╨ЛйМ(╟К),20160710
2016-07-11,(B)╨ЛйМ(╟К),20160711
2016-07-12,(B)╨ЛйМ(╟К),20160712
2016-07-13,(B)╨ЛйМ(╟К),20160713
2016-07-14,(B)╨ЛйМ(╟К),20160714
2016-07-15,(B)╨ЛйМ(╟К),20160715
2016-07-16,(B)╨ЛйМ(╟К),20160716
2016-07-17,(B)╨ЛйМ(╟К),20160717
2016-07-18,(B)╨ЛйМ(╟К),20160718
2016-07-19,(B)╨ЛйМ(╟К),20160719
2016-07-20,(B)╨ЛйМ(╟К),20160720
2016-07-21,(B)╨ЛйМ(╟К),20160721
2016-07-22,(B)╨ЛйМ(╟К),20160722
2016-07-23,(B)╨ЛйМ(╟К),20160723
2016-07-24,(B)╨ЛйМ(╟К),20160724
2016-07-25,(B)╨ЛйМ(╟К),20160725
2016-07-26,(B)╨ЛйМ(╟К),20160726
2016-07-27,(B)╨ЛйМ(╟К),20160727
2016-07-28,(B)╨ЛйМ(╟К),20160728
2016-07-29,(B)╨ЛйМ(╟К),20160729
2016-07-30,(B)╨ЛйМ(╟К),20160730
2016-07-31,(B)╨ЛйМ(╟К),20160731
2016-08-01,(B)╨ЛйМ(╟К),20160801
2016-08-02,(B)╨ЛйМ(╟К),20160802
2016-08-03,(B)╨ЛйМ(╟К),20160803
2016-08-04,(B)╨ЛйМ(╟К),20160804
2016-08-05,(B)╨ЛйМ(╟К),20160805
2016-08-06,(B)╨ЛйМ(╟К),20160806
2016-08-07,(B)╨ЛйМ(╟К),20160807
2016-08-08,(B)╨ЛйМ(╟К),20160808
2016-08-09,(B)╨ЛйМ(╟К),20160809
2016-08-10,(B)╨ЛйМ(╟К),20160810
2016-08-11,(B)╨ЛйМ(╟К),20160811
2016-08-12,(B)╨ЛйМ(╟К),20160812
2016-08-13,(B)╨ЛйМ(╟К),20160813
2016-08-14,(B)╨ЛйМ(╟К),20160814
2016-08-15,(B)╨ЛйМ(╟К),20160815
2016-08-16,(B)╨ЛйМ(╟К),20160816
2016-08-17,(B)╨ЛйМ(╟К),20160817
2016-08-18,(B)╨ЛйМ(╟К),20160818
2016-08-19,(B)╨ЛйМ(╟К),20160819
2016-08-20,(B)╨ЛйМ(╟К),20160820
2016-08-21,(B)╨ЛйМ(╟К),20160821
2016-08-22,(B)╨ЛйМ(╟К),20160822
2016-08-23,(B)╨ЛйМ(╟К),20160823
2016-08-24,(B)╨ЛйМ(╟К),20160824
2016-08-25,(B)╨ЛйМ(╟К),20160825
2016-08-26,(B)╨ЛйМ(╟К),20160826
2016-08-27,(B)╨ЛйМ(╟К),20160827
2016-08-28,(B)╨ЛйМ(╟К),20160828
2016-08-29,(B)╨ЛйМ(╟К),20160829
2016-08-30,(B)╨ЛйМ(╟К),20160830
2016-08-31,(B)╨ЛйМ(╟К),20160831
2016-09-01,(B)╨ЛйМ(╟К),20160901
2016-09-02,(B)╨ЛйМ(╟К),20160902
2016-09-03,(B)╨ЛйМ(╟К),20160903
2016-09-04,(B)╨ЛйМ(╟К),20160904
2016-09-05,(B)╨ЛйМ(╟К),20160905
2016-09-06,(B)╨ЛйМ(╟К),20160906
2016-09-07,(B)╨ЛйМ(╟К),20160907
2016-09-08,(B)╨ЛйМ(╟К),20160908
2016-09-09,(B)╨ЛйМ(╟К),20160909
2016-09-10,(B)╨ЛйМ(╟К),20160910
2016-09-11,(B)╨ЛйМ(╟К),20160911
2016-09-12,(B)╨ЛйМ(╟К),20160912
2016-09-13,(B)╨ЛйМ(╟К),20160913
2016-09-14,(B)╨ЛйМ(╟К),20160914
2016-09-15,(B)╨ЛйМ(╟К),20160915
2016-09-16,(B)╨ЛйМ(╟К),20160916
2016-09-17,(B)╨ЛйМ(╟К),20160917
2016-09-18,(B)╨ЛйМ(╟К),20160918
2016-09-19,(B)╨ЛйМ(╟К),20160919
2016-09-20,(B)╨ЛйМ(╟К),20160920
2016-09-21,(B)╨ЛйМ(╟К),20160921
2016-09-22,(B)╨ЛйМ(╟К),20160922
2016-09-23,(B)╨ЛйМ(╟К),20160923
2016-09-24,(B)╨ЛйМ(╟К),20160924
2016-09-25,(B)╨ЛйМ(╟К),20160925
2016-09-26,(B)╨ЛйМ(╟К),20160926
2016-09-27,(B)╨ЛйМ(╟К),20160927
2016-09-28,(B)╨ЛйМ(╟К),20160928
2016-09-29,(B)╨ЛйМ(╟К),20160929
2016-09-30,(B)╨ЛйМ(╟К),20160930
2016-10-01,(B)╨ЛйМ(╟К),20161001
2016-10-02,(B)╨ЛйМ(╟К),20161002
2016-10-03,(B)╨ЛйМ(╟К),20161003
2016-10-04,(B)╨ЛйМ(╟К),20161004
2016-10-05,(B)╨ЛйМ(╟К),20161005
2016-10-06,(B)╨ЛйМ(╟К),20161006
2016-10-07,(B)╨ЛйМ(╟К),20161007
2016-10-08,(B)╨ЛйМ(╟К),20161008
2016-10-09,(B)╨ЛйМ(╟К),20161009
2016-10-10,(B)╨ЛйМ(╟К),20161010
2016-10-11,(B)╨ЛйМ(╟К),20161011
2016-10-12,(B)╨ЛйМ(╟К),20161012
2016-10-13,(B)╨ЛйМ(╟К),20161013
2016-10-14,(B)╨ЛйМ(╟К),20161014
2016-10-15,(B)╨ЛйМ(╟К),20161015
2016-10-16,(B)╨ЛйМ(╟К),20161016
2016-10-17,(B)╨ЛйМ(╟К),20161017
2016-10-18,(B)╨ЛйМ(╟К),20161018
2016-10-19,(B)╨ЛйМ(╟К),20161019
2016-10-20,(B)╨ЛйМ(╟К),20161020
2016-10-21,(B)╨ЛйМ(╟К),20161021
2016-10-22,(B)╨ЛйМ(╟К),20161022
2016-10-23,(B)╨ЛйМ(╟К),20161023
2016-10-24,(B)╨ЛйМ(╟К),20161024
2016-10-25,(B)╨ЛйМ(╟К),20161025
2016-10-26,(B)╨ЛйМ(╟К),20161026
2016-10-27,(B)╨ЛйМ(╟К),20161027
2016-10-28,(B)╨ЛйМ(╟К),20161028
2016-10-29,(B)╨ЛйМ(╟К),20161029
2016-10-30,(B)╨ЛйМ(╟К),20161030
2016-10-31,(B)╨ЛйМ(╟К),20161031
2016-11-01,(B)╨ЛйМ(╟К),20161101
2016-11-02,(B)╨ЛйМ(╟К),20161102
2016-11-03,(B)╨ЛйМ(╟К),20161103
2016-11-04,(B)╨ЛйМ(╟К),20161104
2016-11-05,(B)╨ЛйМ(╟К),20161105
2016-11-06,(B)╨ЛйМ(╟К),20161106
2016-11-07,(B)╨ЛйМ(╟К),20161107
2016-11-08,(B)╨ЛйМ(╟К),20161108
2016-11-09,(B)╨ЛйМ(╟К),20161109
2016-11-10,(B)╨ЛйМ(╟К),20161110
2016-11-11,(B)╨ЛйМ(╟К),20161111
2016-11-12,(B)╨ЛйМ(╟К),20161112
2016-11-13,(B)╨ЛйМ(╟К),20161113
2016-11-14,(B)╨ЛйМ(╟К),20161114
2016-11-15,(B)╨ЛйМ(╟К),20161115
2016-11-16,(B)╨ЛйМ(╟К),20161116
2016-11-17,(B)╨ЛйМ(╟К),20161117
2016-11-18,(B)╨ЛйМ(╟К),20161118
2016-11-19,(B)╨ЛйМ(╟К),20161119
2016-11-20,(B)╨ЛйМ(╟К),20161120
2016-11-21,(B)╨ЛйМ(╟К),20161121
2016-11-22,(B)╨ЛйМ(╟К),20161122
2016-11-23,(B)╨ЛйМ(╟К),20161123
2016-11-24,(B)╨ЛйМ(╟К),20161124
2016-11-25,(B)╨ЛйМ(╟К),20161125
2016-11-26,(B)╨ЛйМ(╟К),20161126
2016-11-27,(B)╨ЛйМ(╟К),20161127
2016-11-28,(B)╨ЛйМ(╟К),20161128
2016-11-29,(B)╨ЛйМ(╟К),20161129
2016-11-30,(B)╨ЛйМ(╟К),20161130
2016-12-01,(B)╨ЛйМ(╟К),20161201
2016-12-02,(B)╨ЛйМ(╟К),20161202
2016-12-03,(B)╨ЛйМ(╟К),20161203
2016-12-04,(B)╨ЛйМ(╟К),20161204
2016-12-05,(B)╨ЛйМ(╟К),20161205
2016-12-06,(B)╨ЛйМ(╟К),20161206
2016-12-07,(B)╨ЛйМ(╟К),20161207
2016-12-08,(B)╨ЛйМ(╟К),20161208
2016-12-09,(B)╨ЛйМ(╟К),20161209
2016-12-10,(B)╨ЛйМ(╟К),20161210
2016-12-11,(B)╨ЛйМ(╟К),20161211
2016-12-12,(B)╨ЛйМ(╟К),20161212
2016-12-13,(B)╨ЛйМ(╟К),20161213
2016-12-14,(B)╨ЛйМ(╟К),20161214
2016-12-15,(B)╨ЛйМ(╟К),20161215
2016-12-16,(B)╨ЛйМ(╟К),20161216
2016-12-17,(B)╨ЛйМ(╟К),20161217
2016-12-18,(B)╨ЛйМ(╟К),20161218
2016-12-19,(B)╨ЛйМ(╟К),20161219
2016-12-20,(B)╨ЛйМ(╟К),20161220
2016-12-21,(B)╨ЛйМ(╟К),20161221
2016-12-22,(B)╨ЛйМ(╟К),20161222
2016-12-23,(B)╨ЛйМ(╟К),20161223
2016-12-24,(B)╨ЛйМ(╟К),20161224
2016-12-25,(B)╨ЛйМ(╟К),20161225
2016-12-26,(B)╨ЛйМ(╟К),20161226
2016-12-27,(B)╨ЛйМ(╟К),20161227
2016-12-28,(B)╨ЛйМ(╟К),20161228
2016-12-29,(B)╨ЛйМ(╟К),20161229
2016-12-30,(B)╨ЛйМ(╟К),20161230
2016-12-31,(B)╨ЛйМ(╟К),20161231
2017-01-01,(B)╨ЛйМ(╟К),20170101
2017-01-02,(B)╨ЛйМ(╟К),20170102
2017-01-03,(B)╨ЛйМ(╟К),20170103
2017-01-04,(B)╨ЛйМ(╟К),20170104
2017-01-05,(B)╨ЛйМ(╟К),20170105
2017-01-06,(B)╨ЛйМ(╟К),20170106
2017-01-07,(B)╨ЛйМ(╟К),20170107
2017-01-08,(B)╨ЛйМ(╟К),20170108
2017-01-09,(B)╨ЛйМ(╟К),20170109
2017-01-10,(B)╨ЛйМ(╟К),20170110
2017-01-11,(B)╨ЛйМ(╟К),20170111
2017-01-12,(B)╨ЛйМ(╟К),20170112
2017-01-13,(B)╨ЛйМ(╟К),20170113
2017-01-14,(B)╨ЛйМ(╟К),20170114
2017-01-15,(B)╨ЛйМ(╟К),20170115
2017-01-16,(B)╨ЛйМ(╟К),20170116
2017-01-17,(B)╨ЛйМ(╟К),20170117
2017-01-18,(B)╨ЛйМ(╟К),20170118
2017-01-19,(B)╨ЛйМ(╟К),20170119
2017-01-20,(B)╨ЛйМ(╟К),20170120
2017-01-21,(B)╨ЛйМ(╟К),20170121
2017-01-22,(B)╨ЛйМ(╟К),20170122
2017-01-23,(B)╨ЛйМ(╟К),20170123
2017-01-24,(B)╨ЛйМ(╟К),20170124
2017-01-25,(B)╨ЛйМ(╟К),20170125
2017-01-26,(B)╨ЛйМ(╟К),20170126
2017-01-29,(B)╨ЛйМ(╟К),20170129
2017-01-30,(B)╨ЛйМ(╟К),20170130
2017-01-31,(B)╨ЛйМ(╟К),20170131
2017-02-01,(B)╨ЛйМ(╟К),20170201
2017-02-02,(B)╨ЛйМ(╟К),20170202
2017-02-03,(B)╨ЛйМ(╟К),20170203
2017-02-04,(B)╨ЛйМ(╟К),20170204
2017-02-05,(B)╨ЛйМ(╟К),20170205
2017-02-06,(B)╨ЛйМ(╟К),20170206
2017-02-07,(B)╨ЛйМ(╟К),20170207
2017-02-08,(B)╨ЛйМ(╟К),20170208
2017-02-09,(B)╨ЛйМ(╟К),20170209
2017-02-10,(B)╨ЛйМ(╟К),20170210
2017-02-11,(B)╨ЛйМ(╟К),20170211
2017-02-12,(B)╨ЛйМ(╟К),20170212
2017-02-13,(B)╨ЛйМ(╟К),20170213
2017-02-14,(B)╨ЛйМ(╟К),20170214
2017-02-15,(B)╨ЛйМ(╟К),20170215
2017-02-16,(B)╨ЛйМ(╟К),20170216
2017-02-17,(B)╨ЛйМ(╟К),20170217
2017-02-18,(B)╨ЛйМ(╟К),20170218
2017-02-19,(B)╨ЛйМ(╟К),20170219
2017-02-20,(B)╨ЛйМ(╟К),20170220
2017-02-21,(B)╨ЛйМ(╟К),20170221
2017-02-22,(B)╨ЛйМ(╟К),20170222
2017-02-23,(B)╨ЛйМ(╟К),20170223
2017-02-24,(B)╨ЛйМ(╟К),20170224
2017-02-25,(B)╨ЛйМ(╟К),20170225
2017-02-26,(B)╨ЛйМ(╟К),20170226
2017-02-27,(B)╨ЛйМ(╟К),20170227
2017-02-28,(B)╨ЛйМ(╟К),20170228
2017-03-01,(B)╨ЛйМ(╟К),20170301
