STAT_DATE,XMMC,day_of_week,common_holiday,holiday
20161109,(B)╤╛╧о(╟К),2,0,0
20161110,(B)╤╛╧о(╟К),3,0,0
20161111,(B)╤╛╧о(╟К),4,0,0
20161112,(B)╤╛╧о(╟К),5,1,1
20161113,(B)╤╛╧о(╟К),6,1,1
20161114,(B)╤╛╧о(╟К),0,0,0
20161115,(B)╤╛╧о(╟К),1,0,0
20161116,(B)╤╛╧о(╟К),2,0,0
20161117,(B)╤╛╧о(╟К),3,0,0
20161118,(B)╤╛╧о(╟К),4,0,0
20161119,(B)╤╛╧о(╟К),5,1,1
20161120,(B)╤╛╧о(╟К),6,1,1
20161121,(B)╤╛╧о(╟К),0,0,0
20161122,(B)╤╛╧о(╟К),1,0,0
20161123,(B)╤╛╧о(╟К),2,0,0
20161124,(B)╤╛╧о(╟К),3,0,0
20161125,(B)╤╛╧о(╟К),4,0,0
20161126,(B)╤╛╧о(╟К),5,1,1
20161127,(B)╤╛╧о(╟К),6,1,1
20161128,(B)╤╛╧о(╟К),0,0,0
20161129,(B)╤╛╧о(╟К),1,0,0
20161130,(B)╤╛╧о(╟К),2,0,0
20161201,(B)╤╛╧о(╟К),3,0,0
20161202,(B)╤╛╧о(╟К),4,0,0
20161203,(B)╤╛╧о(╟К),5,1,1
20161204,(B)╤╛╧о(╟К),6,1,1
20161205,(B)╤╛╧о(╟К),0,0,0
20161206,(B)╤╛╧о(╟К),1,0,0
20161207,(B)╤╛╧о(╟К),2,0,0
20161208,(B)╤╛╧о(╟К),3,0,0
20161209,(B)╤╛╧о(╟К),4,0,0
20161210,(B)╤╛╧о(╟К),5,1,1
20161211,(B)╤╛╧о(╟К),6,1,1
20161212,(B)╤╛╧о(╟К),0,0,0
20161213,(B)╤╛╧о(╟К),1,0,0
20161214,(B)╤╛╧о(╟К),2,0,0
20161215,(B)╤╛╧о(╟К),3,0,0
20161216,(B)╤╛╧о(╟К),4,0,0
20161217,(B)╤╛╧о(╟К),5,1,1
20161218,(B)╤╛╧о(╟К),6,1,1
20161219,(B)╤╛╧о(╟К),0,0,0
20161220,(B)╤╛╧о(╟К),1,0,0
20161221,(B)╤╛╧о(╟К),2,0,0
20161222,(B)╤╛╧о(╟К),3,0,0
20161223,(B)╤╛╧о(╟К),4,0,0
20161224,(B)╤╛╧о(╟К),5,1,1
20161225,(B)╤╛╧о(╟К),6,1,1
20161226,(B)╤╛╧о(╟К),0,0,0
20161227,(B)╤╛╧о(╟К),1,0,0
20161228,(B)╤╛╧о(╟К),2,0,0
20161229,(B)╤╛╧о(╟К),3,0,0
20161230,(B)╤╛╧о(╟К),4,0,0
20161231,(B)╤╛╧о(╟К),5,1,2
20170101,(B)╤╛╧о(╟К),6,1,2
20170102,(B)╤╛╧о(╟К),0,0,2
20170103,(B)╤╛╧о(╟К),1,0,0
20170104,(B)╤╛╧о(╟К),2,0,0
20170105,(B)╤╛╧о(╟К),3,0,0
20170106,(B)╤╛╧о(╟К),4,0,0
20170107,(B)╤╛╧о(╟К),5,1,1
20170108,(B)╤╛╧о(╟К),6,1,1
20170109,(B)╤╛╧о(╟К),0,0,0
20170110,(B)╤╛╧о(╟К),1,0,0
20170111,(B)╤╛╧о(╟К),2,0,0
20170112,(B)╤╛╧о(╟К),3,0,0
20170113,(B)╤╛╧о(╟К),4,0,0
20170114,(B)╤╛╧о(╟К),5,1,1
20170115,(B)╤╛╧о(╟К),6,1,1
20170116,(B)╤╛╧о(╟К),0,0,0
20170117,(B)╤╛╧о(╟К),1,0,0
20170118,(B)╤╛╧о(╟К),2,0,0
20170119,(B)╤╛╧о(╟К),3,0,0
20170120,(B)╤╛╧о(╟К),4,0,0
20170121,(B)╤╛╧о(╟К),5,1,1
20170122,(B)╤╛╧о(╟К),6,1,0
20170123,(B)╤╛╧о(╟К),0,0,0
20170124,(B)╤╛╧о(╟К),1,0,0
20170125,(B)╤╛╧о(╟К),2,0,0
20170126,(B)╤╛╧о(╟К),3,0,0
20170129,(B)╤╛╧о(╟К),6,1,2
20170130,(B)╤╛╧о(╟К),0,0,2
20170131,(B)╤╛╧о(╟К),1,0,2
20170201,(B)╤╛╧о(╟К),2,0,2
20170202,(B)╤╛╧о(╟К),3,0,2
20170203,(B)╤╛╧о(╟К),4,0,0
20170204,(B)╤╛╧о(╟К),5,1,0
20170205,(B)╤╛╧о(╟К),6,1,1
20170206,(B)╤╛╧о(╟К),0,0,0
20170207,(B)╤╛╧о(╟К),1,0,0
20170208,(B)╤╛╧о(╟К),2,0,0
20170209,(B)╤╛╧о(╟К),3,0,0
20170210,(B)╤╛╧о(╟К),4,0,0
20170211,(B)╤╛╧о(╟К),5,1,1
20170212,(B)╤╛╧о(╟К),6,1,1
20170213,(B)╤╛╧о(╟К),0,0,0
20170214,(B)╤╛╧о(╟К),1,0,0
20170215,(B)╤╛╧о(╟К),2,0,0
20170216,(B)╤╛╧о(╟К),3,0,0
20170217,(B)╤╛╧о(╟К),4,0,0
20170218,(B)╤╛╧о(╟К),5,1,1
20170219,(B)╤╛╧о(╟К),6,1,1
20170220,(B)╤╛╧о(╟К),0,0,0
20170221,(B)╤╛╧о(╟К),1,0,0
20170222,(B)╤╛╧о(╟К),2,0,0
20170223,(B)╤╛╧о(╟К),3,0,0
20170224,(B)╤╛╧о(╟К),4,0,0
20170225,(B)╤╛╧о(╟К),5,1,1
20170226,(B)╤╛╧о(╟К),6,1,1
20170227,(B)╤╛╧о(╟К),0,0,0
20170228,(B)╤╛╧о(╟К),1,0,0
20170301,(B)╤╛╧о(╟К),2,0,0
20170302,(B)╤╛╧о(╟К),3,0,0
20170303,(B)╤╛╧о(╟К),4,0,0
20170304,(B)╤╛╧о(╟К),5,1,1
20170305,(B)╤╛╧о(╟К),6,1,1
20170306,(B)╤╛╧о(╟К),0,0,0
20170307,(B)╤╛╧о(╟К),1,0,0
20170308,(B)╤╛╧о(╟К),2,0,0
20170309,(B)╤╛╧о(╟К),3,0,0
20170310,(B)╤╛╧о(╟К),4,0,0
20170311,(B)╤╛╧о(╟К),5,1,1
20170312,(B)╤╛╧о(╟К),6,1,1
20170313,(B)╤╛╧о(╟К),0,0,0
20170314,(B)╤╛╧о(╟К),1,0,0
20170315,(B)╤╛╧о(╟К),2,0,0
20170316,(B)╤╛╧о(╟К),3,0,0
20170317,(B)╤╛╧о(╟К),4,0,0
20170318,(B)╤╛╧о(╟К),5,1,1
20170319,(B)╤╛╧о(╟К),6,1,1
20170320,(B)╤╛╧о(╟К),0,0,0
20170321,(B)╤╛╧о(╟К),1,0,0
20170322,(B)╤╛╧о(╟К),2,0,0
20170323,(B)╤╛╧о(╟К),3,0,0
20170324,(B)╤╛╧о(╟К),4,0,0
20170325,(B)╤╛╧о(╟К),5,1,1
20170326,(B)╤╛╧о(╟К),6,1,1
20170327,(B)╤╛╧о(╟К),0,0,0
20170328,(B)╤╛╧о(╟К),1,0,0
20170329,(B)╤╛╧о(╟К),2,0,0
20170330,(B)╤╛╧о(╟К),3,0,0
20170331,(B)╤╛╧о(╟К),4,0,0
20170401,(B)╤╛╧о(╟К),5,1,0
20170402,(B)╤╛╧о(╟К),6,1,2
20170403,(B)╤╛╧о(╟К),0,0,2
20170404,(B)╤╛╧о(╟К),1,0,2
20170405,(B)╤╛╧о(╟К),2,0,0
20170406,(B)╤╛╧о(╟К),3,0,0
20170407,(B)╤╛╧о(╟К),4,0,0
20170408,(B)╤╛╧о(╟К),5,1,1
20170409,(B)╤╛╧о(╟К),6,1,1
20170410,(B)╤╛╧о(╟К),0,0,0
20170411,(B)╤╛╧о(╟К),1,0,0
20170412,(B)╤╛╧о(╟К),2,0,0
20170413,(B)╤╛╧о(╟К),3,0,0
20170414,(B)╤╛╧о(╟К),4,0,0
20170415,(B)╤╛╧о(╟К),5,1,1
20170416,(B)╤╛╧о(╟К),6,1,1
20170417,(B)╤╛╧о(╟К),0,0,0
20170418,(B)╤╛╧о(╟К),1,0,0
20170419,(B)╤╛╧о(╟К),2,0,0
20170420,(B)╤╛╧о(╟К),3,0,0
20170421,(B)╤╛╧о(╟К),4,0,0
20170422,(B)╤╛╧о(╟К),5,1,1
20170423,(B)╤╛╧о(╟К),6,1,1
20170424,(B)╤╛╧о(╟К),0,0,0
20170425,(B)╤╛╧о(╟К),1,0,0
20170426,(B)╤╛╧о(╟К),2,0,0
20170427,(B)╤╛╧о(╟К),3,0,0
20170428,(B)╤╛╧о(╟К),4,0,0
20170429,(B)╤╛╧о(╟К),5,1,2
20170430,(B)╤╛╧о(╟К),6,1,2
20170501,(B)╤╛╧о(╟К),0,0,2
20170502,(B)╤╛╧о(╟К),1,0,0
20170503,(B)╤╛╧о(╟К),2,0,0
20170504,(B)╤╛╧о(╟К),3,0,0
20170505,(B)╤╛╧о(╟К),4,0,0
20170506,(B)╤╛╧о(╟К),5,1,1
20170507,(B)╤╛╧о(╟К),6,1,1
20170508,(B)╤╛╧о(╟К),0,0,0
20170509,(B)╤╛╧о(╟К),1,0,0
20170510,(B)╤╛╧о(╟К),2,0,0
20170511,(B)╤╛╧о(╟К),3,0,0
20170512,(B)╤╛╧о(╟К),4,0,0
20170513,(B)╤╛╧о(╟К),5,1,1
20170514,(B)╤╛╧о(╟К),6,1,1
20170515,(B)╤╛╧о(╟К),0,0,0
20170516,(B)╤╛╧о(╟К),1,0,0
20170517,(B)╤╛╧о(╟К),2,0,0
20170518,(B)╤╛╧о(╟К),3,0,0
20170519,(B)╤╛╧о(╟К),4,0,0
20170520,(B)╤╛╧о(╟К),5,1,1
20170521,(B)╤╛╧о(╟К),6,1,1
20170522,(B)╤╛╧о(╟К),0,0,0
20170523,(B)╤╛╧о(╟К),1,0,0
20170524,(B)╤╛╧о(╟К),2,0,0
20170525,(B)╤╛╧о(╟К),3,0,0
20170526,(B)╤╛╧о(╟К),4,0,0
20170527,(B)╤╛╧о(╟К),5,1,0
20170528,(B)╤╛╧о(╟К),6,1,2
20170529,(B)╤╛╧о(╟К),0,0,2
20170530,(B)╤╛╧о(╟К),1,0,2
20170531,(B)╤╛╧о(╟К),2,0,0
20170601,(B)╤╛╧о(╟К),3,0,0
20170602,(B)╤╛╧о(╟К),4,0,0
20170603,(B)╤╛╧о(╟К),5,1,1
20170604,(B)╤╛╧о(╟К),6,1,1
20170605,(B)╤╛╧о(╟К),0,0,0
20170606,(B)╤╛╧о(╟К),1,0,0
20170607,(B)╤╛╧о(╟К),2,0,0
20170608,(B)╤╛╧о(╟К),3,0,0
20170609,(B)╤╛╧о(╟К),4,0,0
20170610,(B)╤╛╧о(╟К),5,1,1
20170611,(B)╤╛╧о(╟К),6,1,1
20170612,(B)╤╛╧о(╟К),0,0,0
20170613,(B)╤╛╧о(╟К),1,0,0
20170614,(B)╤╛╧о(╟К),2,0,0
20170615,(B)╤╛╧о(╟К),3,0,0
20170616,(B)╤╛╧о(╟К),4,0,0
20170617,(B)╤╛╧о(╟К),5,1,1
20170618,(B)╤╛╧о(╟К),6,1,1
20170619,(B)╤╛╧о(╟К),0,0,0
20170620,(B)╤╛╧о(╟К),1,0,0
20170621,(B)╤╛╧о(╟К),2,0,0
20170622,(B)╤╛╧о(╟К),3,0,0
20170623,(B)╤╛╧о(╟К),4,0,0
20170624,(B)╤╛╧о(╟К),5,1,1
20170625,(B)╤╛╧о(╟К),6,1,1
20170626,(B)╤╛╧о(╟К),0,0,0
20170627,(B)╤╛╧о(╟К),1,0,0
20170628,(B)╤╛╧о(╟К),2,0,0
20170629,(B)╤╛╧о(╟К),3,0,0
20170630,(B)╤╛╧о(╟К),4,0,0
20170701,(B)╤╛╧о(╟К),5,1,1
20170702,(B)╤╛╧о(╟К),6,1,1
20170703,(B)╤╛╧о(╟К),0,0,0
20170704,(B)╤╛╧о(╟К),1,0,0
20170705,(B)╤╛╧о(╟К),2,0,0
20170706,(B)╤╛╧о(╟К),3,0,0
20170707,(B)╤╛╧о(╟К),4,0,0
20170708,(B)╤╛╧о(╟К),5,1,1
20170709,(B)╤╛╧о(╟К),6,1,1
20170710,(B)╤╛╧о(╟К),0,0,0
20170711,(B)╤╛╧о(╟К),1,0,0
20170712,(B)╤╛╧о(╟К),2,0,0
20170713,(B)╤╛╧о(╟К),3,0,0
20170714,(B)╤╛╧о(╟К),4,0,0
20170715,(B)╤╛╧о(╟К),5,1,1
20170716,(B)╤╛╧о(╟К),6,1,1
20170717,(B)╤╛╧о(╟К),0,0,0
20170718,(B)╤╛╧о(╟К),1,0,0
20170719,(B)╤╛╧о(╟К),2,0,0
20170720,(B)╤╛╧о(╟К),3,0,0
20170721,(B)╤╛╧о(╟К),4,0,0
20170722,(B)╤╛╧о(╟К),5,1,1
20170723,(B)╤╛╧о(╟К),6,1,1
20170724,(B)╤╛╧о(╟К),0,0,0
20170725,(B)╤╛╧о(╟К),1,0,0
20170726,(B)╤╛╧о(╟К),2,0,0
20170727,(B)╤╛╧о(╟К),3,0,0
20170728,(B)╤╛╧о(╟К),4,0,0
20170729,(B)╤╛╧о(╟К),5,1,1
20170730,(B)╤╛╧о(╟К),6,1,1
20170731,(B)╤╛╧о(╟К),0,0,0
20170801,(B)╤╛╧о(╟К),1,0,0
20170802,(B)╤╛╧о(╟К),2,0,0
20170803,(B)╤╛╧о(╟К),3,0,0
20170804,(B)╤╛╧о(╟К),4,0,0
20170805,(B)╤╛╧о(╟К),5,1,1
20170806,(B)╤╛╧о(╟К),6,1,1
20170807,(B)╤╛╧о(╟К),0,0,0
20170808,(B)╤╛╧о(╟К),1,0,0
20170809,(B)╤╛╧о(╟К),2,0,0
20170810,(B)╤╛╧о(╟К),3,0,0
20170811,(B)╤╛╧о(╟К),4,0,0
20170812,(B)╤╛╧о(╟К),5,1,1
20170813,(B)╤╛╧о(╟К),6,1,1
20170814,(B)╤╛╧о(╟К),0,0,0
20170815,(B)╤╛╧о(╟К),1,0,0
20170816,(B)╤╛╧о(╟К),2,0,0
20170817,(B)╤╛╧о(╟К),3,0,0
20170818,(B)╤╛╧о(╟К),4,0,0
20170819,(B)╤╛╧о(╟К),5,1,1
20170820,(B)╤╛╧о(╟К),6,1,1
20170821,(B)╤╛╧о(╟К),0,0,0
20170822,(B)╤╛╧о(╟К),1,0,0
20170823,(B)╤╛╧о(╟К),2,0,0
20170824,(B)╤╛╧о(╟К),3,0,0
20170825,(B)╤╛╧о(╟К),4,0,0
20170826,(B)╤╛╧о(╟К),5,1,1
20170827,(B)╤╛╧о(╟К),6,1,1
20170828,(B)╤╛╧о(╟К),0,0,0
20150501,(B)╤Ёо╨(╟К),4,0,
20150502,(B)╤Ёо╨(╟К),5,1,
20150503,(B)╤Ёо╨(╟К),6,1,
20150504,(B)╤Ёо╨(╟К),0,0,
20150505,(B)╤Ёо╨(╟К),1,0,
20150506,(B)╤Ёо╨(╟К),2,0,
20150507,(B)╤Ёо╨(╟К),3,0,
20150508,(B)╤Ёо╨(╟К),4,0,
20150509,(B)╤Ёо╨(╟К),5,1,
20150510,(B)╤Ёо╨(╟К),6,1,
20150511,(B)╤Ёо╨(╟К),0,0,
20150512,(B)╤Ёо╨(╟К),1,0,
20150513,(B)╤Ёо╨(╟К),2,0,
20150514,(B)╤Ёо╨(╟К),3,0,
20150515,(B)╤Ёо╨(╟К),4,0,
20150516,(B)╤Ёо╨(╟К),5,1,
20150517,(B)╤Ёо╨(╟К),6,1,
20150518,(B)╤Ёо╨(╟К),0,0,
20150519,(B)╤Ёо╨(╟К),1,0,
20150520,(B)╤Ёо╨(╟К),2,0,
20150521,(B)╤Ёо╨(╟К),3,0,
20150522,(B)╤Ёо╨(╟К),4,0,
20150523,(B)╤Ёо╨(╟К),5,1,
20150524,(B)╤Ёо╨(╟К),6,1,
20150525,(B)╤Ёо╨(╟К),0,0,
20150526,(B)╤Ёо╨(╟К),1,0,
20150527,(B)╤Ёо╨(╟К),2,0,
20150528,(B)╤Ёо╨(╟К),3,0,
20150529,(B)╤Ёо╨(╟К),4,0,
20150530,(B)╤Ёо╨(╟К),5,1,
20150531,(B)╤Ёо╨(╟К),6,1,
20150601,(B)╤Ёо╨(╟К),0,0,
20150602,(B)╤Ёо╨(╟К),1,0,
20150603,(B)╤Ёо╨(╟К),2,0,
20150604,(B)╤Ёо╨(╟К),3,0,
20150605,(B)╤Ёо╨(╟К),4,0,
20150606,(B)╤Ёо╨(╟К),5,1,
20150607,(B)╤Ёо╨(╟К),6,1,
20150608,(B)╤Ёо╨(╟К),0,0,
20150609,(B)╤Ёо╨(╟К),1,0,
20150610,(B)╤Ёо╨(╟К),2,0,
20150611,(B)╤Ёо╨(╟К),3,0,
20150612,(B)╤Ёо╨(╟К),4,0,
20150613,(B)╤Ёо╨(╟К),5,1,
20150614,(B)╤Ёо╨(╟К),6,1,
20150615,(B)╤Ёо╨(╟К),0,0,
20150616,(B)╤Ёо╨(╟К),1,0,
20150617,(B)╤Ёо╨(╟К),2,0,
20150618,(B)╤Ёо╨(╟К),3,0,
20150619,(B)╤Ёо╨(╟К),4,0,
20150620,(B)╤Ёо╨(╟К),5,1,
20150621,(B)╤Ёо╨(╟К),6,1,
20150622,(B)╤Ёо╨(╟К),0,0,
20150623,(B)╤Ёо╨(╟К),1,0,
20150624,(B)╤Ёо╨(╟К),2,0,
20150625,(B)╤Ёо╨(╟К),3,0,
20150626,(B)╤Ёо╨(╟К),4,0,
20150627,(B)╤Ёо╨(╟К),5,1,
20150628,(B)╤Ёо╨(╟К),6,1,
20150629,(B)╤Ёо╨(╟К),0,0,
20150630,(B)╤Ёо╨(╟К),1,0,
20150701,(B)╤Ёо╨(╟К),2,0,
20150702,(B)╤Ёо╨(╟К),3,0,
20150703,(B)╤Ёо╨(╟К),4,0,
20150704,(B)╤Ёо╨(╟К),5,1,
20150705,(B)╤Ёо╨(╟К),6,1,
20150706,(B)╤Ёо╨(╟К),0,0,
20150707,(B)╤Ёо╨(╟К),1,0,
20150708,(B)╤Ёо╨(╟К),2,0,
20150709,(B)╤Ёо╨(╟К),3,0,
20150710,(B)╤Ёо╨(╟К),4,0,
20150711,(B)╤Ёо╨(╟К),5,1,
20150712,(B)╤Ёо╨(╟К),6,1,
20150713,(B)╤Ёо╨(╟К),0,0,
20150714,(B)╤Ёо╨(╟К),1,0,
20150715,(B)╤Ёо╨(╟К),2,0,
20150716,(B)╤Ёо╨(╟К),3,0,
20150717,(B)╤Ёо╨(╟К),4,0,
20150718,(B)╤Ёо╨(╟К),5,1,
20150719,(B)╤Ёо╨(╟К),6,1,
20150720,(B)╤Ёо╨(╟К),0,0,
20150721,(B)╤Ёо╨(╟К),1,0,
20150722,(B)╤Ёо╨(╟К),2,0,
20150723,(B)╤Ёо╨(╟К),3,0,
20150724,(B)╤Ёо╨(╟К),4,0,
20150725,(B)╤Ёо╨(╟К),5,1,
20150726,(B)╤Ёо╨(╟К),6,1,
20150727,(B)╤Ёо╨(╟К),0,0,
20150728,(B)╤Ёо╨(╟К),1,0,
20150729,(B)╤Ёо╨(╟К),2,0,
20150730,(B)╤Ёо╨(╟К),3,0,
20150731,(B)╤Ёо╨(╟К),4,0,
20150801,(B)╤Ёо╨(╟К),5,1,
20150802,(B)╤Ёо╨(╟К),6,1,
20150803,(B)╤Ёо╨(╟К),0,0,
20150804,(B)╤Ёо╨(╟К),1,0,
20150805,(B)╤Ёо╨(╟К),2,0,
20150806,(B)╤Ёо╨(╟К),3,0,
20150807,(B)╤Ёо╨(╟К),4,0,
20150808,(B)╤Ёо╨(╟К),5,1,
20150809,(B)╤Ёо╨(╟К),6,1,
20150810,(B)╤Ёо╨(╟К),0,0,
20150811,(B)╤Ёо╨(╟К),1,0,
20150812,(B)╤Ёо╨(╟К),2,0,
20150813,(B)╤Ёо╨(╟К),3,0,
20150814,(B)╤Ёо╨(╟К),4,0,
20150817,(B)╤Ёо╨(╟К),0,0,
20150818,(B)╤Ёо╨(╟К),1,0,
20150819,(B)╤Ёо╨(╟К),2,0,
20150820,(B)╤Ёо╨(╟К),3,0,
20150821,(B)╤Ёо╨(╟К),4,0,
20150822,(B)╤Ёо╨(╟К),5,1,
20150823,(B)╤Ёо╨(╟К),6,1,
20150824,(B)╤Ёо╨(╟К),0,0,
20150825,(B)╤Ёо╨(╟К),1,0,
20150826,(B)╤Ёо╨(╟К),2,0,
20150827,(B)╤Ёо╨(╟К),3,0,
20150828,(B)╤Ёо╨(╟К),4,0,
20150829,(B)╤Ёо╨(╟К),5,1,
20150830,(B)╤Ёо╨(╟К),6,1,
20150831,(B)╤Ёо╨(╟К),0,0,
20150901,(B)╤Ёо╨(╟К),1,0,
20150902,(B)╤Ёо╨(╟К),2,0,
20150903,(B)╤Ёо╨(╟К),3,0,
20150904,(B)╤Ёо╨(╟К),4,0,
20150905,(B)╤Ёо╨(╟К),5,1,
20150906,(B)╤Ёо╨(╟К),6,1,
20150907,(B)╤Ёо╨(╟К),0,0,
20150908,(B)╤Ёо╨(╟К),1,0,
20150909,(B)╤Ёо╨(╟К),2,0,
20150910,(B)╤Ёо╨(╟К),3,0,
20150911,(B)╤Ёо╨(╟К),4,0,
20150912,(B)╤Ёо╨(╟К),5,1,
20150913,(B)╤Ёо╨(╟К),6,1,
20150914,(B)╤Ёо╨(╟К),0,0,
20150915,(B)╤Ёо╨(╟К),1,0,
20150916,(B)╤Ёо╨(╟К),2,0,
20150917,(B)╤Ёо╨(╟К),3,0,
20150918,(B)╤Ёо╨(╟К),4,0,
20150919,(B)╤Ёо╨(╟К),5,1,
20150920,(B)╤Ёо╨(╟К),6,1,
20150921,(B)╤Ёо╨(╟К),0,0,
20150922,(B)╤Ёо╨(╟К),1,0,
20150923,(B)╤Ёо╨(╟К),2,0,
20150924,(B)╤Ёо╨(╟К),3,0,
20150925,(B)╤Ёо╨(╟К),4,0,
20150926,(B)╤Ёо╨(╟К),5,1,
20150927,(B)╤Ёо╨(╟К),6,1,
20150928,(B)╤Ёо╨(╟К),0,0,
20150929,(B)╤Ёо╨(╟К),1,0,
20150930,(B)╤Ёо╨(╟К),2,0,
20151001,(B)╤Ёо╨(╟К),3,0,
20151002,(B)╤Ёо╨(╟К),4,0,
20151003,(B)╤Ёо╨(╟К),5,1,
20151004,(B)╤Ёо╨(╟К),6,1,
20151005,(B)╤Ёо╨(╟К),0,0,
20151006,(B)╤Ёо╨(╟К),1,0,
20151007,(B)╤Ёо╨(╟К),2,0,
20151008,(B)╤Ёо╨(╟К),3,0,
20151009,(B)╤Ёо╨(╟К),4,0,
20151010,(B)╤Ёо╨(╟К),5,1,
20151011,(B)╤Ёо╨(╟К),6,1,
20151012,(B)╤Ёо╨(╟К),0,0,
20151013,(B)╤Ёо╨(╟К),1,0,
20151014,(B)╤Ёо╨(╟К),2,0,
20151015,(B)╤Ёо╨(╟К),3,0,
20151016,(B)╤Ёо╨(╟К),4,0,
20151017,(B)╤Ёо╨(╟К),5,1,
20151018,(B)╤Ёо╨(╟К),6,1,
20151019,(B)╤Ёо╨(╟К),0,0,
20151020,(B)╤Ёо╨(╟К),1,0,
20151021,(B)╤Ёо╨(╟К),2,0,
20151022,(B)╤Ёо╨(╟К),3,0,
20151023,(B)╤Ёо╨(╟К),4,0,
20151024,(B)╤Ёо╨(╟К),5,1,
20151025,(B)╤Ёо╨(╟К),6,1,
20151026,(B)╤Ёо╨(╟К),0,0,
20151027,(B)╤Ёо╨(╟К),1,0,
20151028,(B)╤Ёо╨(╟К),2,0,
20151029,(B)╤Ёо╨(╟К),3,0,
20151030,(B)╤Ёо╨(╟К),4,0,
20151031,(B)╤Ёо╨(╟К),5,1,
20151101,(B)╤Ёо╨(╟К),6,1,
20151102,(B)╤Ёо╨(╟К),0,0,
20151103,(B)╤Ёо╨(╟К),1,0,
20151104,(B)╤Ёо╨(╟К),2,0,
20151105,(B)╤Ёо╨(╟К),3,0,
20151106,(B)╤Ёо╨(╟К),4,0,
20151107,(B)╤Ёо╨(╟К),5,1,
20151108,(B)╤Ёо╨(╟К),6,1,
20151109,(B)╤Ёо╨(╟К),0,0,
20151110,(B)╤Ёо╨(╟К),1,0,
20151111,(B)╤Ёо╨(╟К),2,0,
20151112,(B)╤Ёо╨(╟К),3,0,
20151113,(B)╤Ёо╨(╟К),4,0,
20151114,(B)╤Ёо╨(╟К),5,1,
20151115,(B)╤Ёо╨(╟К),6,1,
20151116,(B)╤Ёо╨(╟К),0,0,
20151117,(B)╤Ёо╨(╟К),1,0,
20151118,(B)╤Ёо╨(╟К),2,0,
20151119,(B)╤Ёо╨(╟К),3,0,
20151120,(B)╤Ёо╨(╟К),4,0,
20151121,(B)╤Ёо╨(╟К),5,1,
20151122,(B)╤Ёо╨(╟К),6,1,
20151123,(B)╤Ёо╨(╟К),0,0,
20151124,(B)╤Ёо╨(╟К),1,0,
20151125,(B)╤Ёо╨(╟К),2,0,
20151126,(B)╤Ёо╨(╟К),3,0,
20151127,(B)╤Ёо╨(╟К),4,0,
20151128,(B)╤Ёо╨(╟К),5,1,
20151129,(B)╤Ёо╨(╟К),6,1,
20151130,(B)╤Ёо╨(╟К),0,0,
20151201,(B)╤Ёо╨(╟К),1,0,
20151202,(B)╤Ёо╨(╟К),2,0,
20151203,(B)╤Ёо╨(╟К),3,0,
20151204,(B)╤Ёо╨(╟К),4,0,
20151205,(B)╤Ёо╨(╟К),5,1,
20151206,(B)╤Ёо╨(╟К),6,1,
20151207,(B)╤Ёо╨(╟К),0,0,
20151208,(B)╤Ёо╨(╟К),1,0,
20151209,(B)╤Ёо╨(╟К),2,0,
20151210,(B)╤Ёо╨(╟К),3,0,
20151211,(B)╤Ёо╨(╟К),4,0,
20151212,(B)╤Ёо╨(╟К),5,1,
20151213,(B)╤Ёо╨(╟К),6,1,
20151214,(B)╤Ёо╨(╟К),0,0,
20151215,(B)╤Ёо╨(╟К),1,0,
20151216,(B)╤Ёо╨(╟К),2,0,
20151217,(B)╤Ёо╨(╟К),3,0,
20151218,(B)╤Ёо╨(╟К),4,0,
20151219,(B)╤Ёо╨(╟К),5,1,
20151220,(B)╤Ёо╨(╟К),6,1,
20151221,(B)╤Ёо╨(╟К),0,0,
20151222,(B)╤Ёо╨(╟К),1,0,
20151223,(B)╤Ёо╨(╟К),2,0,
20151224,(B)╤Ёо╨(╟К),3,0,
20151225,(B)╤Ёо╨(╟К),4,0,
20151226,(B)╤Ёо╨(╟К),5,1,
20151227,(B)╤Ёо╨(╟К),6,1,
20151228,(B)╤Ёо╨(╟К),0,0,
20151229,(B)╤Ёо╨(╟К),1,0,
20151230,(B)╤Ёо╨(╟К),2,0,
20151231,(B)╤Ёо╨(╟К),3,0,
20160101,(B)╤Ёо╨(╟К),4,0,
20160102,(B)╤Ёо╨(╟К),5,1,
20160103,(B)╤Ёо╨(╟К),6,1,
20160104,(B)╤Ёо╨(╟К),0,0,
20160105,(B)╤Ёо╨(╟К),1,0,
20160106,(B)╤Ёо╨(╟К),2,0,
20160107,(B)╤Ёо╨(╟К),3,0,
20160108,(B)╤Ёо╨(╟К),4,0,
20160109,(B)╤Ёо╨(╟К),5,1,
20160110,(B)╤Ёо╨(╟К),6,1,
20160111,(B)╤Ёо╨(╟К),0,0,
20160112,(B)╤Ёо╨(╟К),1,0,
20160113,(B)╤Ёо╨(╟К),2,0,
20160114,(B)╤Ёо╨(╟К),3,0,
20160115,(B)╤Ёо╨(╟К),4,0,
20160116,(B)╤Ёо╨(╟К),5,1,
20160117,(B)╤Ёо╨(╟К),6,1,
20160118,(B)╤Ёо╨(╟К),0,0,
20160119,(B)╤Ёо╨(╟К),1,0,
20160120,(B)╤Ёо╨(╟К),2,0,
20160121,(B)╤Ёо╨(╟К),3,0,
20160122,(B)╤Ёо╨(╟К),4,0,
20160123,(B)╤Ёо╨(╟К),5,1,
20160124,(B)╤Ёо╨(╟К),6,1,
