STAT_DATE,XMMC,CMSL,CMSL_outlier,same_week1_sales_percent
2016-01-30,(B)Ä¾¶ú(°ë),98,98.0,0.1506849315068493
2016-01-31,(B)Ä¾¶ú(°ë),97,97.0,0.1917808219178082
2016-02-01,(B)Ä¾¶ú(°ë),65,65.0,0.1232876712328767
2016-02-02,(B)Ä¾¶ú(°ë),66,66.0,0.11545988258317025
2016-02-03,(B)Ä¾¶ú(°ë),75,75.0,0.11545988258317025
2016-02-04,(B)Ä¾¶ú(°ë),80,80.0,0.15851272015655576
2016-02-05,(B)Ä¾¶ú(°ë),65,65.0,0.14620938628158844
2016-02-06,(B)Ä¾¶ú(°ë),60,80.75,0.17689530685920576
2016-02-09,(B)Ä¾¶ú(°ë),80,80.0,0.15342960288808663
2016-02-10,(B)Ä¾¶ú(°ë),64,81.0,0.11371841155234658
2016-02-11,(B)Ä¾¶ú(°ë),77,77.0,0.10830324909747292
2016-02-12,(B)Ä¾¶ú(°ë),69,81.0,0.14620938628158844
2016-02-13,(B)Ä¾¶ú(°ë),82,82.0,0.1552346570397112
2016-02-14,(B)Ä¾¶ú(°ë),88,88.0,0.1486725663716814
2016-02-15,(B)Ä¾¶ú(°ë),54,54.0,0.17345132743362832
2016-02-16,(B)Ä¾¶ú(°ë),48,48.0,0.17168141592920355
2016-02-17,(B)Ä¾¶ú(°ë),53,53.0,0.11504424778761062
2016-02-18,(B)Ä¾¶ú(°ë),43,47.5,0.1168141592920354
2016-02-19,(B)Ä¾¶ú(°ë),46,46.0,0.13274336283185842
2016-02-20,(B)Ä¾¶ú(°ë),60,86.0,0.1415929203539823
2016-02-21,(B)Ä¾¶ú(°ë),86,86.0,0.11888431641518062
2016-02-22,(B)Ä¾¶ú(°ë),58,58.0,0.14769090077732053
2016-02-23,(B)Ä¾¶ú(°ë),59,59.0,0.1463191586648377
2016-02-24,(B)Ä¾¶ú(°ë),61,61.0,0.14814814814814814
2016-02-25,(B)Ä¾¶ú(°ë),64,64.0,0.14083219021490626
2016-02-26,(B)Ä¾¶ú(°ë),49,49.0,0.14814814814814814
2016-02-27,(B)Ä¾¶ú(°ë),121,93.75,0.14997713763145862
2016-02-28,(B)Ä¾¶ú(°ë),88,88.0,0.20828402366863905
2016-02-29,(B)Ä¾¶ú(°ë),55,55.0,0.12781065088757396
2016-03-01,(B)Ä¾¶ú(°ë),40,47.5,0.1136094674556213
2016-03-02,(B)Ä¾¶ú(°ë),43,47.5,0.12544378698224853
2016-03-03,(B)Ä¾¶ú(°ë),51,51.0,0.11242603550295859
2016-03-04,(B)Ä¾¶ú(°ë),53,53.0,0.10887573964497041
2016-03-05,(B)Ä¾¶ú(°ë),102,93.75,0.20355029585798817
2016-03-06,(B)Ä¾¶ú(°ë),91,91.0,0.18268720127456187
2016-03-07,(B)Ä¾¶ú(°ë),45,45.0,0.12320764737121614
2016-03-08,(B)Ä¾¶ú(°ë),92,61.0,0.1253319171534785
2016-03-09,(B)Ä¾¶ú(°ë),61,61.0,0.1295804567180032
2016-03-10,(B)Ä¾¶ú(°ë),68,61.0,0.13595326606479022
2016-03-11,(B)Ä¾¶ú(°ë),62,62.0,0.10408921933085502
2016-03-12,(B)Ä¾¶ú(°ë),86,86.0,0.19915029208709506
2016-03-13,(B)Ä¾¶ú(°ë),65,76.5,0.2019506597819851
2016-03-14,(B)Ä¾¶ú(°ë),38,44.75,0.12621916236374067
2016-03-15,(B)Ä¾¶ú(°ë),39,44.75,0.10900745840504876
2016-03-16,(B)Ä¾¶ú(°ë),42,42.0,0.10900745840504876
2016-03-17,(B)Ä¾¶ú(°ë),50,50.0,0.11703958691910499
2016-03-18,(B)Ä¾¶ú(°ë),55,55.0,0.12162937464142283
2016-03-19,(B)Ä¾¶ú(°ë),75,75.0,0.21514629948364888
2016-03-20,(B)Ä¾¶ú(°ë),94,94.0,0.1948608137044968
2016-03-21,(B)Ä¾¶ú(°ë),49,49.0,0.09635974304068523
2016-03-22,(B)Ä¾¶ú(°ë),44,44.0,0.13062098501070663
2016-03-23,(B)Ä¾¶ú(°ë),54,54.0,0.13062098501070663
2016-03-24,(B)Ä¾¶ú(°ë),49,49.0,0.13062098501070663
2016-03-25,(B)Ä¾¶ú(°ë),52,52.0,0.13276231263383298
2016-03-26,(B)Ä¾¶ú(°ë),117,105.25,0.1841541755888651
2016-03-27,(B)Ä¾¶ú(°ë),77,77.0,0.19716494845360824
2016-03-28,(B)Ä¾¶ú(°ë),44,44.0,0.11533505154639176
2016-03-29,(B)Ä¾¶ú(°ë),63,54.25,0.11533505154639176
2016-03-30,(B)Ä¾¶ú(°ë),45,45.0,0.10824742268041238
2016-03-31,(B)Ä¾¶ú(°ë),53,53.0,0.12886597938144329
2016-04-01,(B)Ä¾¶ú(°ë),82,54.25,0.14175257731958762
2016-04-02,(B)Ä¾¶ú(°ë),104,104.0,0.19329896907216496
2016-04-03,(B)Ä¾¶ú(°ë),98,98.0,0.2101732811626607
2016-04-04,(B)Ä¾¶ú(°ë),89,54.25,0.10955841252096143
2016-04-05,(B)Ä¾¶ú(°ë),50,50.0,0.09837898267188373
2016-04-06,(B)Ä¾¶ú(°ë),47,47.0,0.12073784237003912
2016-04-07,(B)Ä¾¶ú(°ë),47,47.0,0.10955841252096143
2016-04-08,(B)Ä¾¶ú(°ë),71,54.25,0.11626607043040806
2016-04-09,(B)Ä¾¶ú(°ë),109,109.0,0.2353269983230855
2016-04-10,(B)Ä¾¶ú(°ë),94,94.0,0.17844727694090382
2016-04-11,(B)Ä¾¶ú(°ë),54,54.0,0.10196987253765932
2016-04-12,(B)Ä¾¶ú(°ë),52,52.0,0.1257242178447277
2016-04-13,(B)Ä¾¶ú(°ë),60,60.0,0.10428736964078796
2016-04-14,(B)Ä¾¶ú(°ë),52,52.0,0.12282734646581692
2016-04-15,(B)Ä¾¶ú(°ë),56,56.0,0.1257242178447277
2016-04-16,(B)Ä¾¶ú(°ë),85,85.0,0.2410196987253766
2016-04-17,(B)Ä¾¶ú(°ë),79,83.5,0.2132752992383025
2016-04-18,(B)Ä¾¶ú(°ë),55,55.0,0.11806311207834602
2016-04-19,(B)Ä¾¶ú(°ë),55,55.0,0.1088139281828074
2016-04-20,(B)Ä¾¶ú(°ë),47,52.0,0.10228509249183895
2016-04-21,(B)Ä¾¶ú(°ë),67,61.0,0.10228509249183895
2016-04-22,(B)Ä¾¶ú(°ë),57,57.0,0.11806311207834602
2016-04-23,(B)Ä¾¶ú(°ë),90,90.0,0.23721436343852012
2016-04-24,(B)Ä¾¶ú(°ë),97,97.0,0.20750551876379691
2016-04-25,(B)Ä¾¶ú(°ë),55,55.0,0.11920529801324503
2016-04-26,(B)Ä¾¶ú(°ë),64,61.0,0.11479028697571744
2016-04-27,(B)Ä¾¶ú(°ë),56,56.0,0.13245033112582782
2016-04-28,(B)Ä¾¶ú(°ë),56,56.0,0.11479028697571744
2016-04-29,(B)Ä¾¶ú(°ë),77,61.0,0.12362030905077263
2016-04-30,(B)Ä¾¶ú(°ë),103,94.75,0.18763796909492272
2016-05-01,(B)Ä¾¶ú(°ë),90,90.0,0.18412348401323042
2016-05-02,(B)Ä¾¶ú(°ë),118,104.0,0.12127894156560089
2016-05-03,(B)Ä¾¶ú(°ë),35,52.0,0.12127894156560089
2016-05-04,(B)Ä¾¶ú(°ë),40,52.0,0.11466372657111357
2016-05-05,(B)Ä¾¶ú(°ë),40,52.0,0.1345093715545755
2016-05-06,(B)Ä¾¶ú(°ë),66,61.0,0.1256890848952591
2016-05-07,(B)Ä¾¶ú(°ë),76,83.5,0.19845644983461963
2016-05-08,(B)Ä¾¶ú(°ë),110,102.0,0.2017680707228289
2016-05-09,(B)Ä¾¶ú(°ë),54,54.0,0.11440457618304732
2016-05-10,(B)Ä¾¶ú(°ë),51,51.0,0.12688507540301613
2016-05-11,(B)Ä¾¶ú(°ë),65,65.0,0.11648465938637545
2016-05-12,(B)Ä¾¶ú(°ë),67,67.0,0.11648465938637545
2016-05-13,(B)Ä¾¶ú(°ë),64,64.0,0.12688507540301613
2016-05-14,(B)Ä¾¶ú(°ë),84,84.0,0.19708788351534062
2016-05-15,(B)Ä¾¶ú(°ë),79,79.0,0.1820020222446916
2016-05-16,(B)Ä¾¶ú(°ë),48,48.0,0.2103134479271992
2016-05-17,(B)Ä¾¶ú(°ë),41,50.0,0.1051567239635996
2016-05-18,(B)Ä¾¶ú(°ë),42,50.0,0.1051567239635996
2016-05-19,(B)Ä¾¶ú(°ë),50,50.0,0.1051567239635996
2016-05-20,(B)Ä¾¶ú(°ë),82,67.75,0.12335692618806876
2016-05-21,(B)Ä¾¶ú(°ë),100,100.0,0.16885743174924167
2016-05-22,(B)Ä¾¶ú(°ë),77,77.0,0.20944558521560575
2016-05-23,(B)Ä¾¶ú(°ë),66,66.0,0.11088295687885011
2016-05-24,(B)Ä¾¶ú(°ë),70,70.0,0.10472279260780287
2016-05-25,(B)Ä¾¶ú(°ë),65,65.0,0.13347022587268995
2016-05-26,(B)Ä¾¶ú(°ë),63,63.0,0.1375770020533881
2016-05-27,(B)Ä¾¶ú(°ë),73,73.0,0.13141683778234087
2016-05-28,(B)Ä¾¶ú(°ë),90,90.0,0.17248459958932238
2016-05-29,(B)Ä¾¶ú(°ë),108,102.0,0.17762788083192804
2016-05-30,(B)Ä¾¶ú(°ë),48,48.0,0.10792580101180438
2016-05-31,(B)Ä¾¶ú(°ë),64,64.0,0.11242270938729623
2016-06-01,(B)Ä¾¶ú(°ë),86,67.75,0.11242270938729623
2016-06-02,(B)Ä¾¶ú(°ë),70,70.0,0.11242270938729623
2016-06-03,(B)Ä¾¶ú(°ë),50,50.0,0.1523327712197864
2016-06-04,(B)Ä¾¶ú(°ë),93,93.0,0.22484541877459246
2016-06-05,(B)Ä¾¶ú(°ë),96,96.0,0.1527777777777778
2016-06-06,(B)Ä¾¶ú(°ë),57,57.0,0.13095238095238096
2016-06-07,(B)Ä¾¶ú(°ë),59,59.0,0.1388888888888889
2016-06-08,(B)Ä¾¶ú(°ë),71,71.0,0.12896825396825398
2016-06-09,(B)Ä¾¶ú(°ë),152,104.0,0.125
2016-06-10,(B)Ä¾¶ú(°ë),108,78.5,0.14484126984126985
2016-06-11,(B)Ä¾¶ú(°ë),79,88.75,0.17857142857142858
2016-06-12,(B)Ä¾¶ú(°ë),62,88.75,0.20616472966144517
2016-06-13,(B)Ä¾¶ú(°ë),56,56.0,0.09701869631126832
2016-06-14,(B)Ä¾¶ú(°ë),53,53.0,0.12935826174835777
2016-06-15,(B)Ä¾¶ú(°ë),58,58.0,0.1369378473976756
2016-06-16,(B)Ä¾¶ú(°ë),45,57.0,0.1414855987872663
2016-06-17,(B)Ä¾¶ú(°ë),57,57.0,0.10106114199090449
2016-06-18,(B)Ä¾¶ú(°ë),92,92.0,0.18797372410308236
2016-06-19,(B)Ä¾¶ú(°ë),99,99.0,0.17320703653585928
2016-06-20,(B)Ä¾¶ú(°ë),56,56.0,0.10284167794316644
2016-06-21,(B)Ä¾¶ú(°ë),66,66.0,0.10645015787099685
2016-06-22,(B)Ä¾¶ú(°ë),73,73.0,0.12810103743797926
2016-06-23,(B)Ä¾¶ú(°ë),64,64.0,0.18764095624718088
2016-06-24,(B)Ä¾¶ú(°ë),83,83.0,0.14163283716734326
2016-06-25,(B)Ä¾¶ú(°ë),98,98.0,0.16012629679747406
2016-06-26,(B)Ä¾¶ú(°ë),92,92.0,0.19220357336220897
2016-06-27,(B)Ä¾¶ú(°ë),60,60.0,0.1212777476989713
2016-06-28,(B)Ä¾¶ú(°ë),76,76.0,0.11478072550081213
2016-06-29,(B)Ä¾¶ú(°ë),87,78.5,0.12560909583107743
2016-06-30,(B)Ä¾¶ú(°ë),91,78.5,0.12344342176502436
2016-07-01,(B)Ä¾¶ú(°ë),77,77.0,0.12344342176502436
2016-07-02,(B)Ä¾¶ú(°ë),105,98.25,0.19924201407688144
2016-07-03,(B)Ä¾¶ú(°ë),97,97.0,0.1836734693877551
2016-07-04,(B)Ä¾¶ú(°ë),59,59.0,0.1038961038961039
2016-07-05,(B)Ä¾¶ú(°ë),74,74.0,0.12244897959183673
2016-07-06,(B)Ä¾¶ú(°ë),74,74.0,0.13543599257884972
2016-07-07,(B)Ä¾¶ú(°ë),64,64.0,0.11873840445269017
2016-07-08,(B)Ä¾¶ú(°ë),89,74.75,0.15398886827458255
2016-07-09,(B)Ä¾¶ú(°ë),96,96.0,0.18181818181818182
2016-07-10,(B)Ä¾¶ú(°ë),116,110.0,0.1642124051762606
2016-07-11,(B)Ä¾¶ú(°ë),48,59.0,0.107095046854083
2016-07-12,(B)Ä¾¶ú(°ë),72,72.0,0.1356537260151718
2016-07-13,(B)Ä¾¶ú(°ë),54,59.0,0.14011601963409193
2016-07-14,(B)Ä¾¶ú(°ë),77,77.0,0.14011601963409193
2016-07-15,(B)Ä¾¶ú(°ë),70,70.0,0.13743864346273985
2016-07-16,(B)Ä¾¶ú(°ë),97,97.0,0.1753681392235609
2016-07-17,(B)Ä¾¶ú(°ë),93,93.0,0.180046403712297
2016-07-18,(B)Ä¾¶ú(°ë),53,59.0,0.10951276102088167
2016-07-19,(B)Ä¾¶ú(°ë),73,73.0,0.13735498839907193
2016-07-20,(B)Ä¾¶ú(°ë),38,59.0,0.13735498839907193
2016-07-21,(B)Ä¾¶ú(°ë),84,74.75,0.11879350348027842
2016-07-22,(B)Ä¾¶ú(°ë),72,72.0,0.13874709976798144
2016-07-23,(B)Ä¾¶ú(°ë),116,110.0,0.17819025522041762
2016-07-24,(B)Ä¾¶ú(°ë),103,103.0,0.20220588235294118
2016-07-25,(B)Ä¾¶ú(°ë),73,73.0,0.10845588235294118
2016-07-26,(B)Ä¾¶ú(°ë),78,78.0,0.1323529411764706
2016-07-27,(B)Ä¾¶ú(°ë),69,69.0,0.10845588235294118
2016-07-28,(B)Ä¾¶ú(°ë),59,59.0,0.14154411764705882
2016-07-29,(B)Ä¾¶ú(°ë),93,74.75,0.12867647058823528
2016-07-30,(B)Ä¾¶ú(°ë),108,108.0,0.17830882352941177
2016-07-31,(B)Ä¾¶ú(°ë),102,102.0,0.17198335644937587
2016-08-01,(B)Ä¾¶ú(°ë),64,64.0,0.1091077207582062
2016-08-02,(B)Ä¾¶ú(°ë),58,63.0,0.13499768839574663
2016-08-03,(B)Ä¾¶ú(°ë),63,63.0,0.1091077207582062
2016-08-04,(B)Ä¾¶ú(°ë),68,68.0,0.1382339343504392
2016-08-05,(B)Ä¾¶ú(°ë),64,64.0,0.13314840499306518
2016-08-06,(B)Ä¾¶ú(°ë),97,97.0,0.2034211742949607
2016-08-07,(B)Ä¾¶ú(°ë),71,91.5,0.18238158477202301
2016-08-08,(B)Ä¾¶ú(°ë),55,63.0,0.12926073483842407
2016-08-09,(B)Ä¾¶ú(°ë),83,75.25,0.13811420982735723
2016-08-10,(B)Ä¾¶ú(°ë),57,63.0,0.12217795484727756
2016-08-11,(B)Ä¾¶ú(°ë),79,75.25,0.10447100486941124
2016-08-12,(B)Ä¾¶ú(°ë),64,64.0,0.1323594510845507
2016-08-13,(B)Ä¾¶ú(°ë),100,100.0,0.19123505976095617
2016-08-14,(B)Ä¾¶ú(°ë),87,91.5,0.19577735124760076
2016-08-15,(B)Ä¾¶ú(°ë),96,75.25,0.12284069097888675
2016-08-16,(B)Ä¾¶ú(°ë),67,67.0,0.12092130518234165
2016-08-17,(B)Ä¾¶ú(°ë),74,74.0,0.12092130518234165
2016-08-18,(B)Ä¾¶ú(°ë),71,71.0,0.13051823416506717
2016-08-19,(B)Ä¾¶ú(°ë),75,75.0,0.12284069097888675
2016-08-20,(B)Ä¾¶ú(°ë),112,102.25,0.18618042226487524
2016-08-21,(B)Ä¾¶ú(°ë),103,103.0,0.17199248120300753
2016-08-22,(B)Ä¾¶ú(°ë),76,76.0,0.11842105263157894
2016-08-23,(B)Ä¾¶ú(°ë),67,67.0,0.14144736842105263
2016-08-24,(B)Ä¾¶ú(°ë),59,63.0,0.11842105263157894
2016-08-25,(B)Ä¾¶ú(°ë),63,63.0,0.14144736842105263
2016-08-26,(B)Ä¾¶ú(°ë),88,75.25,0.12030075187969924
2016-08-27,(B)Ä¾¶ú(°ë),93,93.0,0.18796992481203006
2016-08-28,(B)Ä¾¶ú(°ë),100,100.0,0.164568345323741
2016-08-29,(B)Ä¾¶ú(°ë),58,58.0,0.13534172661870503
2016-08-30,(B)Ä¾¶ú(°ë),60,60.0,0.12050359712230216
2016-08-31,(B)Ä¾¶ú(°ë),67,67.0,0.13309352517985612
2016-09-01,(B)Ä¾¶ú(°ë),61,61.0,0.12769784172661872
2016-09-02,(B)Ä¾¶ú(°ë),71,71.0,0.13489208633093525
2016-09-03,(B)Ä¾¶ú(°ë),97,97.0,0.18390287769784172
2016-09-04,(B)Ä¾¶ú(°ë),87,87.0,0.1906524757056918
2016-09-05,(B)Ä¾¶ú(°ë),49,56.0,0.14067561314206387
2016-09-06,(B)Ä¾¶ú(°ë),51,51.0,0.12401665895418787
2016-09-07,(B)Ä¾¶ú(°ë),51,51.0,0.11661267931513189
2016-09-08,(B)Ä¾¶ú(°ë),59,59.0,0.11661267931513189
2016-09-09,(B)Ä¾¶ú(°ë),56,56.0,0.13928736695974087
2016-09-10,(B)Ä¾¶ú(°ë),80,80.0,0.17214252660805182
2016-09-11,(B)Ä¾¶ú(°ë),77,77.0,0.19455252918287938
2016-09-12,(B)Ä¾¶ú(°ë),56,56.0,0.11284046692607004
2016-09-13,(B)Ä¾¶ú(°ë),83,83.0,0.11673151750972763
2016-09-14,(B)Ä¾¶ú(°ë),81,81.0,0.1303501945525292
2016-09-15,(B)Ä¾¶ú(°ë),143,111.0,0.11867704280155641
2016-09-16,(B)Ä¾¶ú(°ë),135,111.0,0.13813229571984437
2016-09-17,(B)Ä¾¶ú(°ë),103,103.0,0.188715953307393
2016-09-18,(B)Ä¾¶ú(°ë),68,79.25,0.19772727272727272
2016-09-19,(B)Ä¾¶ú(°ë),77,77.0,0.12727272727272726
2016-09-20,(B)Ä¾¶ú(°ë),56,56.0,0.1159090909090909
2016-09-21,(B)Ä¾¶ú(°ë),73,73.0,0.1159090909090909
2016-09-22,(B)Ä¾¶ú(°ë),75,75.0,0.1340909090909091
2016-09-23,(B)Ä¾¶ú(°ë),93,78.0,0.12727272727272726
2016-09-24,(B)Ä¾¶ú(°ë),132,100.75,0.18181818181818182
2016-09-25,(B)Ä¾¶ú(°ë),106,106.0,0.12379421221864952
2016-09-26,(B)Ä¾¶ú(°ë),90,90.0,0.09003215434083602
2016-09-27,(B)Ä¾¶ú(°ë),76,76.0,0.13344051446945338
2016-09-28,(B)Ä¾¶ú(°ë),67,67.0,0.1302250803858521
2016-09-29,(B)Ä¾¶ú(°ë),72,72.0,0.17845659163987138
2016-09-30,(B)Ä¾¶ú(°ë),118,92.75,0.17845659163987138
2016-10-01,(B)Ä¾¶ú(°ë),137,111.0,0.16559485530546625
2016-10-02,(B)Ä¾¶ú(°ë),92,92.0,0.14703153988868276
2016-10-03,(B)Ä¾¶ú(°ë),76,86.0,0.14285714285714285
2016-10-04,(B)Ä¾¶ú(°ë),95,95.0,0.1038961038961039
2016-10-05,(B)Ä¾¶ú(°ë),74,86.0,0.13543599257884972
2016-10-06,(B)Ä¾¶ú(°ë),92,92.0,0.1391465677179963
2016-10-07,(B)Ä¾¶ú(°ë),89,89.0,0.14471243042671614
2016-10-08,(B)Ä¾¶ú(°ë),58,86.0,0.18692022263450836
2016-10-09,(B)Ä¾¶ú(°ë),68,86.0,0.17242781618544123
2016-10-10,(B)Ä¾¶ú(°ë),65,71.5,0.1464009760065067
2016-10-11,(B)Ä¾¶ú(°ë),63,71.5,0.123627490849939
2016-10-12,(B)Ä¾¶ú(°ë),70,70.0,0.10898739324928833
2016-10-13,(B)Ä¾¶ú(°ë),75,75.0,0.11712078080520537
2016-10-14,(B)Ä¾¶ú(°ë),101,92.75,0.1508743391622611
2016-10-15,(B)Ä¾¶ú(°ë),130,130.0,0.18056120374135828
2016-10-16,(B)Ä¾¶ú(°ë),110,110.0,0.14696485623003194
2016-10-17,(B)Ä¾¶ú(°ë),65,71.5,0.13738019169329074
2016-10-18,(B)Ä¾¶ú(°ë),73,73.0,0.15175718849840256
2016-10-19,(B)Ä¾¶ú(°ë),76,76.0,0.13738019169329074
2016-10-20,(B)Ä¾¶ú(°ë),98,98.0,0.14696485623003194
2016-10-21,(B)Ä¾¶ú(°ë),105,92.75,0.14217252396166133
2016-10-22,(B)Ä¾¶ú(°ë),145,145.0,0.13738019169329074
2016-10-23,(B)Ä¾¶ú(°ë),135,115.75,0.14411395056556348
2016-10-24,(B)Ä¾¶ú(°ë),75,75.0,0.11981566820276497
2016-10-25,(B)Ä¾¶ú(°ë),71,71.0,0.11981566820276497
2016-10-26,(B)Ä¾¶ú(°ë),96,77.0,0.11730205278592376
2016-10-27,(B)Ä¾¶ú(°ë),82,77.0,0.12568077084206117
2016-10-28,(B)Ä¾¶ú(°ë),74,74.0,0.15542521994134897
2016-10-29,(B)Ä¾¶ú(°ë),124,115.75,0.21784666945957268
2016-10-30,(B)Ä¾¶ú(°ë),105,105.0,0.1651031894934334
2016-10-31,(B)Ä¾¶ú(°ë),52,66.0,0.1073170731707317
2016-11-01,(B)Ä¾¶ú(°ë),66,66.0,0.10956848030018762
2016-11-02,(B)Ä¾¶ú(°ë),82,77.0,0.11407129455909944
2016-11-03,(B)Ä¾¶ú(°ë),70,70.0,0.14709193245778612
2016-11-04,(B)Ä¾¶ú(°ë),80,80.0,0.13921200750469043
2016-11-05,(B)Ä¾¶ú(°ë),106,106.0,0.2176360225140713
2016-11-06,(B)Ä¾¶ú(°ë),104,104.0,0.1911643270024773
2016-11-07,(B)Ä¾¶ú(°ë),48,66.0,0.12386457473162675
2016-11-08,(B)Ä¾¶ú(°ë),59,66.0,0.11725846407927333
2016-11-09,(B)Ä¾¶ú(°ë),66,66.0,0.12716763005780346
2016-11-10,(B)Ä¾¶ú(°ë),64,64.0,0.12716763005780346
2016-11-11,(B)Ä¾¶ú(°ë),66,66.0,0.1222130470685384
2016-11-12,(B)Ä¾¶ú(°ë),110,110.0,0.1911643270024773
2016-11-13,(B)Ä¾¶ú(°ë),75,104.75,0.18421052631578946
2016-11-14,(B)Ä¾¶ú(°ë),69,69.0,0.11578947368421053
2016-11-15,(B)Ä¾¶ú(°ë),67,67.0,0.11578947368421053
2016-11-16,(B)Ä¾¶ú(°ë),76,76.0,0.13508771929824562
2016-11-17,(B)Ä¾¶ú(°ë),69,69.0,0.12280701754385964
2016-11-18,(B)Ä¾¶ú(°ë),82,77.0,0.14035087719298245
2016-11-19,(B)Ä¾¶ú(°ë),113,113.0,0.18596491228070175
2016-11-20,(B)Ä¾¶ú(°ë),94,94.0,0.1918819188191882
2016-11-21,(B)Ä¾¶ú(°ë),53,53.0,0.12177121771217712
2016-11-22,(B)Ä¾¶ú(°ë),56,56.0,0.12177121771217712
2016-11-23,(B)Ä¾¶ú(°ë),62,62.0,0.12177121771217712
2016-11-24,(B)Ä¾¶ú(°ë),57,57.0,0.11808118081180811
2016-11-25,(B)Ä¾¶ú(°ë),70,70.0,0.12177121771217712
2016-11-26,(B)Ä¾¶ú(°ë),81,81.0,0.2029520295202952
2016-11-27,(B)Ä¾¶ú(°ë),80,80.0,0.18193660442900564
2016-11-28,(B)Ä¾¶ú(°ë),51,51.0,0.11984368215371255
2016-11-29,(B)Ä¾¶ú(°ë),52,52.0,0.11636995223621363
2016-11-30,(B)Ä¾¶ú(°ë),64,64.0,0.13200173686495875
2016-12-01,(B)Ä¾¶ú(°ë),45,53.0,0.11984368215371255
2016-12-02,(B)Ä¾¶ú(°ë),80,67.0,0.1337386018237082
2016-12-03,(B)Ä¾¶ú(°ë),98,98.0,0.19626574033868865
2016-12-04,(B)Ä¾¶ú(°ë),79,79.0,0.19873150105708245
2016-12-05,(B)Ä¾¶ú(°ë),60,60.0,0.11205073995771671
2016-12-06,(B)Ä¾¶ú(°ë),63,63.0,0.11839323467230443
2016-12-07,(B)Ä¾¶ú(°ë),37,53.0,0.13107822410147993
2016-12-08,(B)Ä¾¶ú(°ë),66,66.0,0.12050739957716702
2016-12-09,(B)Ä¾¶ú(°ë),85,67.0,0.14799154334038056
2016-12-10,(B)Ä¾¶ú(°ë),105,98.25,0.17124735729386892
2016-12-11,(B)Ä¾¶ú(°ë),99,99.0,0.17204301075268819
2016-12-12,(B)Ä¾¶ú(°ë),53,53.0,0.10967741935483871
2016-12-13,(B)Ä¾¶ú(°ë),63,63.0,0.11182795698924732
2016-12-14,(B)Ä¾¶ú(°ë),65,65.0,0.13763440860215054
2016-12-15,(B)Ä¾¶ú(°ë),71,71.0,0.11397849462365592
2016-12-16,(B)Ä¾¶ú(°ë),77,67.0,0.14408602150537633
2016-12-17,(B)Ä¾¶ú(°ë),98,98.0,0.210752688172043
2016-12-18,(B)Ä¾¶ú(°ë),108,108.0,0.16246786632390744
2016-12-19,(B)Ä¾¶ú(°ë),80,80.0,0.12339331619537275
2016-12-20,(B)Ä¾¶ú(°ë),110,110.0,0.12956298200514138
2016-12-21,(B)Ä¾¶ú(°ë),72,72.0,0.1089974293059126
2016-12-22,(B)Ä¾¶ú(°ë),106,106.0,0.13573264781491
2016-12-23,(B)Ä¾¶ú(°ë),86,86.0,0.13778920308483292
2016-12-24,(B)Ä¾¶ú(°ë),169,138.75,0.2020565552699229
2016-12-25,(B)Ä¾¶ú(°ë),122,122.0,0.19186046511627908
2016-12-26,(B)Ä¾¶ú(°ë),81,81.0,0.10271317829457365
2016-12-27,(B)Ä¾¶ú(°ë),69,78.75,0.12209302325581395
2016-12-28,(B)Ä¾¶ú(°ë),103,103.0,0.12596899224806202
2016-12-29,(B)Ä¾¶ú(°ë),82,82.0,0.1375968992248062
2016-12-30,(B)Ä¾¶ú(°ë),129,103.75,0.1298449612403101
2016-12-31,(B)Ä¾¶ú(°ë),150,111.0,0.18992248062015504
2017-01-01,(B)Ä¾¶ú(°ë),135,111.0,0.15412058508740634
2017-01-02,(B)Ä¾¶ú(°ë),110,110.0,0.11416339636104174
2017-01-03,(B)Ä¾¶ú(°ë),59,78.75,0.1569746699964324
2017-01-04,(B)Ä¾¶ú(°ë),79,79.0,0.10274705672493757
2017-01-05,(B)Ä¾¶ú(°ë),78,78.0,0.1512665001783803
2017-01-06,(B)Ä¾¶ú(°ë),86,86.0,0.12272565108811988
2017-01-07,(B)Ä¾¶ú(°ë),107,107.0,0.19800214056368176
2017-01-08,(B)Ä¾¶ú(°ë),102,102.0,0.17901687454145268
2017-01-09,(B)Ä¾¶ú(°ë),68,78.75,0.11885546588407923
2017-01-10,(B)Ä¾¶ú(°ë),79,79.0,0.11555392516507704
2017-01-11,(B)Ä¾¶ú(°ë),83,83.0,0.15113719735876743
2017-01-12,(B)Ä¾¶ú(°ë),99,99.0,0.12032281731474688
2017-01-13,(B)Ä¾¶ú(°ë),114,103.75,0.15223771093176816
2017-01-14,(B)Ä¾¶ú(°ë),89,105.75,0.16287600880410857
2017-01-15,(B)Ä¾¶ú(°ë),105,105.0,0.17083493651404386
2017-01-16,(B)Ä¾¶ú(°ë),75,75.0,0.16929588303193535
2017-01-17,(B)Ä¾¶ú(°ë),109,92.0,0.12120046171604464
2017-01-18,(B)Ä¾¶ú(°ë),93,93.0,0.12158522508657175
2017-01-19,(B)Ä¾¶ú(°ë),131,92.0,0.12004617160446325
2017-01-20,(B)Ä¾¶ú(°ë),122,92.0,0.13235859946133127
2017-01-21,(B)Ä¾¶ú(°ë),135,105.25,0.16467872258560984
2017-01-22,(B)Ä¾¶ú(°ë),96,96.0,0.1566218809980806
2017-01-23,(B)Ä¾¶ú(°ë),92,92.0,0.12092130518234165
