STAT_DATE,XMMC,CMSL,CMSL_outlier,day_of_week,holiday
2015-11-20,(B)æ´∆∑∑ ≈£(∞Î),72,72.0,4,0.0
2015-11-21,(B)æ´∆∑∑ ≈£(∞Î),117,109.5,5,1.0
2015-11-22,(B)æ´∆∑∑ ≈£(∞Î),82,98.5,6,1.0
2015-11-23,(B)æ´∆∑∑ ≈£(∞Î),51,51.0,0,0.0
2015-11-24,(B)æ´∆∑∑ ≈£(∞Î),63,63.0,1,0.0
2015-11-25,(B)æ´∆∑∑ ≈£(∞Î),73,73.0,2,0.0
2015-11-26,(B)æ´∆∑∑ ≈£(∞Î),80,72.25,3,0.0
2015-11-27,(B)æ´∆∑∑ ≈£(∞Î),69,69.0,4,0.0
2015-11-28,(B)æ´∆∑∑ ≈£(∞Î),104,104.0,5,1.0
2015-11-29,(B)æ´∆∑∑ ≈£(∞Î),105,105.0,6,1.0
2015-11-30,(B)æ´∆∑∑ ≈£(∞Î),46,46.0,0,0.0
2015-12-01,(B)æ´∆∑∑ ≈£(∞Î),46,46.0,1,0.0
2015-12-02,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,2,0.0
2015-12-03,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,3,0.0
2015-12-04,(B)æ´∆∑∑ ≈£(∞Î),75,75.0,4,0.0
2015-12-05,(B)æ´∆∑∑ ≈£(∞Î),105,105.0,5,1.0
2015-12-06,(B)æ´∆∑∑ ≈£(∞Î),77,98.5,6,1.0
2015-12-07,(B)æ´∆∑∑ ≈£(∞Î),54,54.0,0,0.0
2015-12-08,(B)æ´∆∑∑ ≈£(∞Î),43,51.75,1,0.0
2015-12-09,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,2,0.0
2015-12-10,(B)æ´∆∑∑ ≈£(∞Î),56,56.0,3,0.0
2015-12-11,(B)æ´∆∑∑ ≈£(∞Î),59,59.0,4,0.0
2015-12-12,(B)æ´∆∑∑ ≈£(∞Î),107,107.0,5,1.0
2015-12-13,(B)æ´∆∑∑ ≈£(∞Î),178,109.5,6,1.0
2015-12-14,(B)æ´∆∑∑ ≈£(∞Î),102,72.25,0,0.0
2015-12-15,(B)æ´∆∑∑ ≈£(∞Î),108,72.25,1,0.0
2015-12-16,(B)æ´∆∑∑ ≈£(∞Î),51,51.0,2,0.0
2015-12-17,(B)æ´∆∑∑ ≈£(∞Î),64,64.0,3,0.0
2015-12-18,(B)æ´∆∑∑ ≈£(∞Î),62,62.0,4,0.0
2015-12-19,(B)æ´∆∑∑ ≈£(∞Î),82,85.75,5,1.0
2015-12-20,(B)æ´∆∑∑ ≈£(∞Î),80,85.75,6,1.0
2015-12-21,(B)æ´∆∑∑ ≈£(∞Î),45,45.0,0,0.0
2015-12-22,(B)æ´∆∑∑ ≈£(∞Î),73,73.0,1,0.0
2015-12-23,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,2,0.0
2015-12-24,(B)æ´∆∑∑ ≈£(∞Î),71,71.0,3,0.0
2015-12-25,(B)æ´∆∑∑ ≈£(∞Î),104,68.0,4,0.0
2015-12-26,(B)æ´∆∑∑ ≈£(∞Î),103,91.0,5,1.0
2015-12-27,(B)æ´∆∑∑ ≈£(∞Î),87,87.0,6,1.0
2015-12-28,(B)æ´∆∑∑ ≈£(∞Î),40,49.0,0,0.0
2015-12-29,(B)æ´∆∑∑ ≈£(∞Î),56,56.0,1,0.0
2015-12-30,(B)æ´∆∑∑ ≈£(∞Î),55,55.0,2,0.0
2015-12-31,(B)æ´∆∑∑ ≈£(∞Î),113,68.0,3,0.0
2016-01-01,(B)æ´∆∑∑ ≈£(∞Î),107,68.0,4,2.0
2016-01-02,(B)æ´∆∑∑ ≈£(∞Î),89,89.0,5,2.0
2016-01-03,(B)æ´∆∑∑ ≈£(∞Î),90,90.0,6,2.0
2016-01-04,(B)æ´∆∑∑ ≈£(∞Î),33,49.0,0,0.0
2016-01-05,(B)æ´∆∑∑ ≈£(∞Î),64,64.0,1,0.0
2016-01-06,(B)æ´∆∑∑ ≈£(∞Î),41,49.0,2,0.0
2016-01-07,(B)æ´∆∑∑ ≈£(∞Î),46,46.0,3,0.0
2016-01-08,(B)æ´∆∑∑ ≈£(∞Î),58,58.0,4,0.0
2016-01-09,(B)æ´∆∑∑ ≈£(∞Î),94,91.0,5,1.0
2016-01-10,(B)æ´∆∑∑ ≈£(∞Î),90,90.0,6,1.0
2016-01-11,(B)æ´∆∑∑ ≈£(∞Î),50,50.0,0,0.0
2016-01-12,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,1,0.0
2016-01-13,(B)æ´∆∑∑ ≈£(∞Î),67,67.0,2,0.0
2016-01-14,(B)æ´∆∑∑ ≈£(∞Î),50,50.0,3,0.0
2016-01-15,(B)æ´∆∑∑ ≈£(∞Î),69,69.0,4,0.0
2016-01-16,(B)æ´∆∑∑ ≈£(∞Î),93,82.25,5,1.0
2016-01-17,(B)æ´∆∑∑ ≈£(∞Î),83,83.0,6,1.0
2016-01-18,(B)æ´∆∑∑ ≈£(∞Î),64,64.0,0,0.0
2016-01-19,(B)æ´∆∑∑ ≈£(∞Î),64,64.0,1,0.0
2016-01-20,(B)æ´∆∑∑ ≈£(∞Î),55,55.0,2,0.0
2016-01-21,(B)æ´∆∑∑ ≈£(∞Î),65,65.0,3,0.0
2016-01-22,(B)æ´∆∑∑ ≈£(∞Î),79,67.5,4,0.0
2016-01-23,(B)æ´∆∑∑ ≈£(∞Î),82,82.0,5,1.0
2016-01-24,(B)æ´∆∑∑ ≈£(∞Î),69,69.0,6,1.0
2016-01-25,(B)æ´∆∑∑ ≈£(∞Î),53,53.0,0,0.0
2016-01-26,(B)æ´∆∑∑ ≈£(∞Î),42,52.5,1,0.0
2016-01-27,(B)æ´∆∑∑ ≈£(∞Î),54,54.0,2,0.0
2016-01-28,(B)æ´∆∑∑ ≈£(∞Î),70,70.0,3,0.0
2016-01-29,(B)æ´∆∑∑ ≈£(∞Î),72,67.5,4,0.0
2016-01-30,(B)æ´∆∑∑ ≈£(∞Î),71,71.0,5,1.0
2016-01-31,(B)æ´∆∑∑ ≈£(∞Î),78,78.0,6,1.0
2016-02-01,(B)æ´∆∑∑ ≈£(∞Î),71,71.0,0,0.0
2016-02-02,(B)æ´∆∑∑ ≈£(∞Î),64,64.0,1,0.0
2016-02-03,(B)æ´∆∑∑ ≈£(∞Î),47,52.5,2,0.0
2016-02-04,(B)æ´∆∑∑ ≈£(∞Î),43,52.5,3,0.0
2016-02-05,(B)æ´∆∑∑ ≈£(∞Î),47,52.5,4,0.0
2016-02-06,(B)æ´∆∑∑ ≈£(∞Î),52,70.5,5,0.0
2016-02-09,(B)æ´∆∑∑ ≈£(∞Î),51,73.75,1,2.0
2016-02-10,(B)æ´∆∑∑ ≈£(∞Î),63,73.75,2,2.0
2016-02-11,(B)æ´∆∑∑ ≈£(∞Î),66,66.0,3,2.0
2016-02-12,(B)æ´∆∑∑ ≈£(∞Î),67,67.0,4,2.0
2016-02-13,(B)æ´∆∑∑ ≈£(∞Î),74,74.0,5,2.0
2016-02-14,(B)æ´∆∑∑ ≈£(∞Î),78,78.0,6,0.0
2016-02-15,(B)æ´∆∑∑ ≈£(∞Î),53,53.0,0,0.0
2016-02-16,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,1,0.0
2016-02-17,(B)æ´∆∑∑ ≈£(∞Î),50,50.0,2,0.0
2016-02-18,(B)æ´∆∑∑ ≈£(∞Î),45,45.0,3,0.0
2016-02-19,(B)æ´∆∑∑ ≈£(∞Î),47,47.0,4,0.0
2016-02-20,(B)æ´∆∑∑ ≈£(∞Î),74,74.0,5,1.0
2016-02-21,(B)æ´∆∑∑ ≈£(∞Î),77,77.0,6,1.0
2016-02-22,(B)æ´∆∑∑ ≈£(∞Î),69,61.5,0,0.0
2016-02-23,(B)æ´∆∑∑ ≈£(∞Î),42,42.0,1,0.0
2016-02-24,(B)æ´∆∑∑ ≈£(∞Î),43,43.0,2,0.0
2016-02-25,(B)æ´∆∑∑ ≈£(∞Î),54,54.0,3,0.0
2016-02-26,(B)æ´∆∑∑ ≈£(∞Î),68,61.5,4,0.0
2016-02-27,(B)æ´∆∑∑ ≈£(∞Î),115,84.25,5,1.0
2016-02-28,(B)æ´∆∑∑ ≈£(∞Î),75,75.0,6,1.0
2016-02-29,(B)æ´∆∑∑ ≈£(∞Î),42,42.0,0,0.0
2016-03-01,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,1,0.0
2016-03-02,(B)æ´∆∑∑ ≈£(∞Î),44,44.0,2,0.0
2016-03-03,(B)æ´∆∑∑ ≈£(∞Î),49,49.0,3,0.0
2016-03-04,(B)æ´∆∑∑ ≈£(∞Î),73,61.5,4,0.0
2016-03-05,(B)æ´∆∑∑ ≈£(∞Î),76,76.0,5,1.0
2016-03-06,(B)æ´∆∑∑ ≈£(∞Î),60,74.75,6,1.0
2016-03-07,(B)æ´∆∑∑ ≈£(∞Î),42,42.0,0,0.0
2016-03-08,(B)æ´∆∑∑ ≈£(∞Î),63,63.0,1,0.0
2016-03-09,(B)æ´∆∑∑ ≈£(∞Î),42,42.0,2,0.0
2016-03-10,(B)æ´∆∑∑ ≈£(∞Î),65,65.0,3,0.0
2016-03-11,(B)æ´∆∑∑ ≈£(∞Î),48,48.0,4,0.0
2016-03-12,(B)æ´∆∑∑ ≈£(∞Î),103,84.25,5,1.0
2016-03-13,(B)æ´∆∑∑ ≈£(∞Î),83,83.0,6,1.0
2016-03-14,(B)æ´∆∑∑ ≈£(∞Î),31,42.25,0,0.0
2016-03-15,(B)æ´∆∑∑ ≈£(∞Î),50,50.0,1,0.0
2016-03-16,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,2,0.0
2016-03-17,(B)æ´∆∑∑ ≈£(∞Î),47,47.0,3,0.0
2016-03-18,(B)æ´∆∑∑ ≈£(∞Î),47,47.0,4,0.0
2016-03-19,(B)æ´∆∑∑ ≈£(∞Î),82,82.0,5,1.0
2016-03-20,(B)æ´∆∑∑ ≈£(∞Î),88,88.0,6,1.0
2016-03-21,(B)æ´∆∑∑ ≈£(∞Î),34,42.25,0,0.0
2016-03-22,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,1,0.0
2016-03-23,(B)æ´∆∑∑ ≈£(∞Î),45,45.0,2,0.0
2016-03-24,(B)æ´∆∑∑ ≈£(∞Î),45,45.0,3,0.0
2016-03-25,(B)æ´∆∑∑ ≈£(∞Î),63,52.0,4,0.0
2016-03-26,(B)æ´∆∑∑ ≈£(∞Î),99,93.75,5,1.0
2016-03-27,(B)æ´∆∑∑ ≈£(∞Î),92,92.0,6,1.0
2016-03-28,(B)æ´∆∑∑ ≈£(∞Î),31,42.25,0,0.0
2016-03-29,(B)æ´∆∑∑ ≈£(∞Î),43,43.0,1,0.0
2016-03-30,(B)æ´∆∑∑ ≈£(∞Î),48,48.0,2,0.0
2016-03-31,(B)æ´∆∑∑ ≈£(∞Î),55,52.0,3,0.0
2016-04-01,(B)æ´∆∑∑ ≈£(∞Î),62,52.0,4,0.0
2016-04-02,(B)æ´∆∑∑ ≈£(∞Î),92,92.0,5,2.0
2016-04-03,(B)æ´∆∑∑ ≈£(∞Î),110,101.25,6,2.0
2016-04-04,(B)æ´∆∑∑ ≈£(∞Î),80,52.0,0,2.0
2016-04-05,(B)æ´∆∑∑ ≈£(∞Î),37,42.25,1,0.0
2016-04-06,(B)æ´∆∑∑ ≈£(∞Î),46,46.0,2,0.0
2016-04-07,(B)æ´∆∑∑ ≈£(∞Î),40,40.0,3,0.0
2016-04-08,(B)æ´∆∑∑ ≈£(∞Î),49,49.0,4,0.0
2016-04-09,(B)æ´∆∑∑ ≈£(∞Î),81,81.0,5,1.0
2016-04-10,(B)æ´∆∑∑ ≈£(∞Î),85,85.0,6,1.0
2016-04-11,(B)æ´∆∑∑ ≈£(∞Î),55,55.0,0,0.0
2016-04-12,(B)æ´∆∑∑ ≈£(∞Î),41,47.75,1,0.0
2016-04-13,(B)æ´∆∑∑ ≈£(∞Î),57,57.0,2,0.0
2016-04-14,(B)æ´∆∑∑ ≈£(∞Î),62,62.0,3,0.0
2016-04-15,(B)æ´∆∑∑ ≈£(∞Î),66,59.25,4,0.0
2016-04-16,(B)æ´∆∑∑ ≈£(∞Î),80,80.0,5,1.0
2016-04-17,(B)æ´∆∑∑ ≈£(∞Î),75,75.0,6,1.0
2016-04-18,(B)æ´∆∑∑ ≈£(∞Î),36,47.75,0,0.0
2016-04-19,(B)æ´∆∑∑ ≈£(∞Î),60,60.0,1,0.0
2016-04-20,(B)æ´∆∑∑ ≈£(∞Î),59,59.0,2,0.0
2016-04-21,(B)æ´∆∑∑ ≈£(∞Î),55,55.0,3,0.0
2016-04-22,(B)æ´∆∑∑ ≈£(∞Î),56,56.0,4,0.0
2016-04-23,(B)æ´∆∑∑ ≈£(∞Î),65,78.75,5,1.0
2016-04-24,(B)æ´∆∑∑ ≈£(∞Î),100,100.0,6,1.0
2016-04-25,(B)æ´∆∑∑ ≈£(∞Î),34,47.75,0,0.0
2016-04-26,(B)æ´∆∑∑ ≈£(∞Î),49,49.0,1,0.0
2016-04-27,(B)æ´∆∑∑ ≈£(∞Î),56,56.0,2,0.0
2016-04-28,(B)æ´∆∑∑ ≈£(∞Î),49,49.0,3,0.0
2016-04-29,(B)æ´∆∑∑ ≈£(∞Î),68,59.25,4,0.0
2016-04-30,(B)æ´∆∑∑ ≈£(∞Î),102,102.0,5,2.0
2016-05-01,(B)æ´∆∑∑ ≈£(∞Î),96,96.0,6,2.0
2016-05-02,(B)æ´∆∑∑ ≈£(∞Î),106,59.25,0,2.0
2016-05-03,(B)æ´∆∑∑ ≈£(∞Î),41,47.75,1,0.0
2016-05-04,(B)æ´∆∑∑ ≈£(∞Î),44,47.75,2,0.0
2016-05-05,(B)æ´∆∑∑ ≈£(∞Î),59,59.0,3,0.0
2016-05-06,(B)æ´∆∑∑ ≈£(∞Î),54,54.0,4,0.0
2016-05-07,(B)æ´∆∑∑ ≈£(∞Î),98,98.0,5,1.0
2016-05-08,(B)æ´∆∑∑ ≈£(∞Î),95,95.0,6,1.0
2016-05-09,(B)æ´∆∑∑ ≈£(∞Î),57,57.0,0,0.0
2016-05-10,(B)æ´∆∑∑ ≈£(∞Î),43,50.75,1,0.0
2016-05-11,(B)æ´∆∑∑ ≈£(∞Î),47,50.75,2,0.0
2016-05-12,(B)æ´∆∑∑ ≈£(∞Î),80,61.75,3,0.0
2016-05-13,(B)æ´∆∑∑ ≈£(∞Î),79,61.75,4,0.0
2016-05-14,(B)æ´∆∑∑ ≈£(∞Î),108,98.5,5,1.0
2016-05-15,(B)æ´∆∑∑ ≈£(∞Î),100,100.0,6,1.0
2016-05-16,(B)æ´∆∑∑ ≈£(∞Î),40,50.75,0,0.0
2016-05-17,(B)æ´∆∑∑ ≈£(∞Î),39,50.75,1,0.0
2016-05-18,(B)æ´∆∑∑ ≈£(∞Î),58,58.0,2,0.0
2016-05-19,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,3,0.0
2016-05-20,(B)æ´∆∑∑ ≈£(∞Î),71,61.75,4,0.0
2016-05-21,(B)æ´∆∑∑ ≈£(∞Î),87,87.0,5,1.0
2016-05-22,(B)æ´∆∑∑ ≈£(∞Î),83,83.0,6,1.0
2016-05-23,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,0,0.0
2016-05-24,(B)æ´∆∑∑ ≈£(∞Î),55,55.0,1,0.0
2016-05-25,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,2,0.0
2016-05-26,(B)æ´∆∑∑ ≈£(∞Î),55,55.0,3,0.0
2016-05-27,(B)æ´∆∑∑ ≈£(∞Î),53,53.0,4,0.0
2016-05-28,(B)æ´∆∑∑ ≈£(∞Î),98,98.0,5,1.0
2016-05-29,(B)æ´∆∑∑ ≈£(∞Î),79,79.0,6,1.0
2016-05-30,(B)æ´∆∑∑ ≈£(∞Î),40,50.75,0,0.0
2016-05-31,(B)æ´∆∑∑ ≈£(∞Î),53,53.0,1,0.0
2016-06-01,(B)æ´∆∑∑ ≈£(∞Î),66,61.75,2,0.0
2016-06-02,(B)æ´∆∑∑ ≈£(∞Î),60,60.0,3,0.0
2016-06-03,(B)æ´∆∑∑ ≈£(∞Î),64,64.0,4,0.0
2016-06-04,(B)æ´∆∑∑ ≈£(∞Î),79,79.0,5,1.0
2016-06-05,(B)æ´∆∑∑ ≈£(∞Î),64,79.75,6,1.0
2016-06-06,(B)æ´∆∑∑ ≈£(∞Î),74,74.0,0,0.0
2016-06-07,(B)æ´∆∑∑ ≈£(∞Î),50,50.0,1,0.0
2016-06-08,(B)æ´∆∑∑ ≈£(∞Î),64,64.0,2,0.0
2016-06-09,(B)æ´∆∑∑ ≈£(∞Î),120,101.25,3,2.0
2016-06-10,(B)æ´∆∑∑ ≈£(∞Î),96,71.75,4,2.0
2016-06-11,(B)æ´∆∑∑ ≈£(∞Î),87,87.0,5,2.0
2016-06-12,(B)æ´∆∑∑ ≈£(∞Î),52,79.75,6,0.0
2016-06-13,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,0,0.0
2016-06-14,(B)æ´∆∑∑ ≈£(∞Î),65,65.0,1,0.0
2016-06-15,(B)æ´∆∑∑ ≈£(∞Î),52,52.0,2,0.0
2016-06-16,(B)æ´∆∑∑ ≈£(∞Î),39,51.5,3,0.0
2016-06-17,(B)æ´∆∑∑ ≈£(∞Î),58,58.0,4,0.0
2016-06-18,(B)æ´∆∑∑ ≈£(∞Î),117,102.25,5,1.0
2016-06-19,(B)æ´∆∑∑ ≈£(∞Î),106,106.0,6,1.0
2016-06-20,(B)æ´∆∑∑ ≈£(∞Î),41,51.5,0,0.0
2016-06-21,(B)æ´∆∑∑ ≈£(∞Î),49,49.0,1,0.0
2016-06-22,(B)æ´∆∑∑ ≈£(∞Î),68,68.0,2,0.0
2016-06-23,(B)æ´∆∑∑ ≈£(∞Î),71,71.0,3,0.0
2016-06-24,(B)æ´∆∑∑ ≈£(∞Î),68,68.0,4,0.0
2016-06-25,(B)æ´∆∑∑ ≈£(∞Î),101,101.0,5,1.0
2016-06-26,(B)æ´∆∑∑ ≈£(∞Î),85,85.0,6,1.0
2016-06-27,(B)æ´∆∑∑ ≈£(∞Î),44,51.5,0,0.0
2016-06-28,(B)æ´∆∑∑ ≈£(∞Î),74,74.0,1,0.0
2016-06-29,(B)æ´∆∑∑ ≈£(∞Î),65,65.0,2,0.0
2016-06-30,(B)æ´∆∑∑ ≈£(∞Î),65,65.0,3,0.0
2016-07-01,(B)æ´∆∑∑ ≈£(∞Î),84,71.75,4,0.0
2016-07-02,(B)æ´∆∑∑ ≈£(∞Î),92,92.0,5,1.0
2016-07-03,(B)æ´∆∑∑ ≈£(∞Î),82,93.0,6,1.0
2016-07-04,(B)æ´∆∑∑ ≈£(∞Î),46,56.75,0,0.0
2016-07-05,(B)æ´∆∑∑ ≈£(∞Î),74,74.0,1,0.0
2016-07-06,(B)æ´∆∑∑ ≈£(∞Î),58,58.0,2,0.0
2016-07-07,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,3,0.0
2016-07-08,(B)æ´∆∑∑ ≈£(∞Î),79,79.0,4,0.0
2016-07-09,(B)æ´∆∑∑ ≈£(∞Î),110,110.0,5,1.0
2016-07-10,(B)æ´∆∑∑ ≈£(∞Î),107,107.0,6,1.0
2016-07-11,(B)æ´∆∑∑ ≈£(∞Î),59,59.0,0,0.0
2016-07-12,(B)æ´∆∑∑ ≈£(∞Î),69,69.0,1,0.0
2016-07-13,(B)æ´∆∑∑ ≈£(∞Î),55,55.0,2,0.0
2016-07-14,(B)æ´∆∑∑ ≈£(∞Î),45,56.75,3,0.0
2016-07-15,(B)æ´∆∑∑ ≈£(∞Î),88,74.25,4,0.0
2016-07-16,(B)æ´∆∑∑ ≈£(∞Î),115,108.5,5,1.0
2016-07-17,(B)æ´∆∑∑ ≈£(∞Î),95,95.0,6,1.0
2016-07-18,(B)æ´∆∑∑ ≈£(∞Î),51,56.75,0,0.0
2016-07-19,(B)æ´∆∑∑ ≈£(∞Î),57,57.0,1,0.0
2016-07-20,(B)æ´∆∑∑ ≈£(∞Î),56,56.0,2,0.0
2016-07-21,(B)æ´∆∑∑ ≈£(∞Î),69,69.0,3,0.0
2016-07-22,(B)æ´∆∑∑ ≈£(∞Î),81,74.25,4,0.0
2016-07-23,(B)æ´∆∑∑ ≈£(∞Î),108,108.0,5,1.0
2016-07-24,(B)æ´∆∑∑ ≈£(∞Î),87,93.0,6,1.0
2016-07-25,(B)æ´∆∑∑ ≈£(∞Î),57,57.0,0,0.0
2016-07-26,(B)æ´∆∑∑ ≈£(∞Î),71,71.0,1,0.0
2016-07-27,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,2,0.0
2016-07-28,(B)æ´∆∑∑ ≈£(∞Î),76,76.0,3,0.0
2016-07-29,(B)æ´∆∑∑ ≈£(∞Î),75,75.0,4,0.0
2016-07-30,(B)æ´∆∑∑ ≈£(∞Î),101,101.0,5,1.0
2016-07-31,(B)æ´∆∑∑ ≈£(∞Î),106,106.0,6,1.0
2016-08-01,(B)æ´∆∑∑ ≈£(∞Î),62,62.0,0,0.0
2016-08-02,(B)æ´∆∑∑ ≈£(∞Î),68,68.0,1,0.0
2016-08-03,(B)æ´∆∑∑ ≈£(∞Î),66,66.0,2,0.0
2016-08-04,(B)æ´∆∑∑ ≈£(∞Î),78,78.0,3,0.0
2016-08-05,(B)æ´∆∑∑ ≈£(∞Î),49,67.0,4,0.0
2016-08-06,(B)æ´∆∑∑ ≈£(∞Î),102,102.0,5,1.0
2016-08-07,(B)æ´∆∑∑ ≈£(∞Î),98,101.0,6,1.0
2016-08-08,(B)æ´∆∑∑ ≈£(∞Î),42,67.0,0,0.0
2016-08-09,(B)æ´∆∑∑ ≈£(∞Î),98,84.0,1,0.0
2016-08-10,(B)æ´∆∑∑ ≈£(∞Î),68,68.0,2,0.0
2016-08-11,(B)æ´∆∑∑ ≈£(∞Î),68,68.0,3,0.0
2016-08-12,(B)æ´∆∑∑ ≈£(∞Î),86,86.0,4,0.0
2016-08-13,(B)æ´∆∑∑ ≈£(∞Î),103,103.0,5,1.0
2016-08-14,(B)æ´∆∑∑ ≈£(∞Î),93,101.0,6,1.0
2016-08-15,(B)æ´∆∑∑ ≈£(∞Î),84,84.0,0,0.0
2016-08-16,(B)æ´∆∑∑ ≈£(∞Î),69,69.0,1,0.0
2016-08-17,(B)æ´∆∑∑ ≈£(∞Î),81,81.0,2,0.0
2016-08-18,(B)æ´∆∑∑ ≈£(∞Î),67,67.0,3,0.0
2016-08-19,(B)æ´∆∑∑ ≈£(∞Î),75,75.0,4,0.0
2016-08-20,(B)æ´∆∑∑ ≈£(∞Î),112,107.5,5,1.0
2016-08-21,(B)æ´∆∑∑ ≈£(∞Î),102,102.0,6,1.0
2016-08-22,(B)æ´∆∑∑ ≈£(∞Î),86,86.0,0,0.0
2016-08-23,(B)æ´∆∑∑ ≈£(∞Î),67,67.0,1,0.0
2016-08-24,(B)æ´∆∑∑ ≈£(∞Î),84,84.0,2,0.0
2016-08-25,(B)æ´∆∑∑ ≈£(∞Î),81,81.0,3,0.0
2016-08-26,(B)æ´∆∑∑ ≈£(∞Î),88,88.0,4,0.0
2016-08-27,(B)æ´∆∑∑ ≈£(∞Î),129,107.5,5,1.0
2016-08-28,(B)æ´∆∑∑ ≈£(∞Î),115,103.25,6,1.0
2016-08-29,(B)æ´∆∑∑ ≈£(∞Î),57,63.0,0,0.0
2016-08-30,(B)æ´∆∑∑ ≈£(∞Î),74,74.0,1,0.0
2016-08-31,(B)æ´∆∑∑ ≈£(∞Î),75,75.0,2,0.0
2016-09-01,(B)æ´∆∑∑ ≈£(∞Î),67,67.0,3,0.0
2016-09-02,(B)æ´∆∑∑ ≈£(∞Î),87,81.0,4,0.0
2016-09-03,(B)æ´∆∑∑ ≈£(∞Î),95,95.0,5,1.0
2016-09-04,(B)æ´∆∑∑ ≈£(∞Î),101,101.0,6,1.0
2016-09-05,(B)æ´∆∑∑ ≈£(∞Î),47,63.0,0,0.0
2016-09-06,(B)æ´∆∑∑ ≈£(∞Î),87,81.0,1,0.0
2016-09-07,(B)æ´∆∑∑ ≈£(∞Î),75,75.0,2,0.0
2016-09-08,(B)æ´∆∑∑ ≈£(∞Î),65,65.0,3,0.0
2016-09-09,(B)æ´∆∑∑ ≈£(∞Î),74,74.0,4,0.0
2016-09-10,(B)æ´∆∑∑ ≈£(∞Î),83,91.25,5,1.0
2016-09-11,(B)æ´∆∑∑ ≈£(∞Î),94,94.0,6,1.0
2016-09-12,(B)æ´∆∑∑ ≈£(∞Î),57,63.0,0,0.0
2016-09-13,(B)æ´∆∑∑ ≈£(∞Î),68,68.0,1,0.0
2016-09-14,(B)æ´∆∑∑ ≈£(∞Î),100,81.0,2,0.0
2016-09-15,(B)æ´∆∑∑ ≈£(∞Î),154,125.0,3,2.0
2016-09-16,(B)æ´∆∑∑ ≈£(∞Î),120,81.0,4,2.0
2016-09-17,(B)æ´∆∑∑ ≈£(∞Î),102,102.0,5,2.0
2016-09-18,(B)æ´∆∑∑ ≈£(∞Î),65,91.25,6,0.0
2016-09-19,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,0,0.0
2016-09-20,(B)æ´∆∑∑ ≈£(∞Î),63,63.0,1,0.0
2016-09-21,(B)æ´∆∑∑ ≈£(∞Î),63,63.0,2,0.0
2016-09-22,(B)æ´∆∑∑ ≈£(∞Î),79,79.0,3,0.0
2016-09-23,(B)æ´∆∑∑ ≈£(∞Î),77,77.0,4,0.0
2016-09-24,(B)æ´∆∑∑ ≈£(∞Î),107,103.25,5,1.0
2016-09-25,(B)æ´∆∑∑ ≈£(∞Î),123,123.0,6,1.0
2016-09-26,(B)æ´∆∑∑ ≈£(∞Î),70,70.0,0,0.0
2016-09-27,(B)æ´∆∑∑ ≈£(∞Î),71,71.0,1,0.0
2016-09-28,(B)æ´∆∑∑ ≈£(∞Î),79,79.0,2,0.0
2016-09-29,(B)æ´∆∑∑ ≈£(∞Î),66,66.0,3,0.0
2016-09-30,(B)æ´∆∑∑ ≈£(∞Î),89,89.0,4,0.0
2016-10-01,(B)æ´∆∑∑ ≈£(∞Î),143,125.0,5,2.0
2016-10-02,(B)æ´∆∑∑ ≈£(∞Î),111,111.0,6,2.0
2016-10-03,(B)æ´∆∑∑ ≈£(∞Î),95,95.0,0,2.0
2016-10-04,(B)æ´∆∑∑ ≈£(∞Î),111,111.0,1,2.0
2016-10-05,(B)æ´∆∑∑ ≈£(∞Î),107,107.0,2,2.0
2016-10-06,(B)æ´∆∑∑ ≈£(∞Î),107,107.0,3,2.0
2016-10-07,(B)æ´∆∑∑ ≈£(∞Î),113,113.0,4,2.0
2016-10-08,(B)æ´∆∑∑ ≈£(∞Î),76,76.0,5,0.0
2016-10-09,(B)æ´∆∑∑ ≈£(∞Î),76,76.0,6,0.0
2016-10-10,(B)æ´∆∑∑ ≈£(∞Î),58,58.0,0,0.0
2016-10-11,(B)æ´∆∑∑ ≈£(∞Î),72,72.0,1,0.0
2016-10-12,(B)æ´∆∑∑ ≈£(∞Î),56,56.0,2,0.0
2016-10-13,(B)æ´∆∑∑ ≈£(∞Î),62,62.0,3,0.0
2016-10-14,(B)æ´∆∑∑ ≈£(∞Î),101,101.0,4,0.0
2016-10-15,(B)æ´∆∑∑ ≈£(∞Î),124,124.0,5,1.0
2016-10-16,(B)æ´∆∑∑ ≈£(∞Î),85,85.0,6,1.0
2016-10-17,(B)æ´∆∑∑ ≈£(∞Î),61,61.0,0,0.0
2016-10-18,(B)æ´∆∑∑ ≈£(∞Î),66,66.0,1,0.0
