STAT_DATE,XMMC,CMSL,CMSL_outlier,day_of_week,holiday
2016-04-27,Œ˜ Ω≈£»‚ª¨,5,6.0,2,0.0
2016-04-28,Œ˜ Ω≈£»‚ª¨,7,7.0,3,0.0
2016-04-29,Œ˜ Ω≈£»‚ª¨,15,9.25,4,0.0
2016-04-30,Œ˜ Ω≈£»‚ª¨,18,15.0,5,2.0
2016-05-01,Œ˜ Ω≈£»‚ª¨,14,14.0,6,2.0
2016-05-02,Œ˜ Ω≈£»‚ª¨,10,14.0,0,2.0
2016-05-03,Œ˜ Ω≈£»‚ª¨,6,6.0,1,0.0
2016-05-04,Œ˜ Ω≈£»‚ª¨,1,6.0,2,0.0
2016-05-05,Œ˜ Ω≈£»‚ª¨,3,6.0,3,0.0
2016-05-06,Œ˜ Ω≈£»‚ª¨,7,7.0,4,0.0
2016-05-07,Œ˜ Ω≈£»‚ª¨,12,12.0,5,1.0
2016-05-08,Œ˜ Ω≈£»‚ª¨,19,19.0,6,1.0
2016-05-09,Œ˜ Ω≈£»‚ª¨,6,6.0,0,0.0
2016-05-10,Œ˜ Ω≈£»‚ª¨,10,10.0,1,0.0
2016-05-11,Œ˜ Ω≈£»‚ª¨,7,7.0,2,0.0
2016-05-12,Œ˜ Ω≈£»‚ª¨,7,7.0,3,0.0
2016-05-13,Œ˜ Ω≈£»‚ª¨,14,14.0,4,0.0
2016-05-14,Œ˜ Ω≈£»‚ª¨,15,15.0,5,1.0
2016-05-15,Œ˜ Ω≈£»‚ª¨,19,19.0,6,1.0
2016-05-16,Œ˜ Ω≈£»‚ª¨,8,8.0,0,0.0
2016-05-17,Œ˜ Ω≈£»‚ª¨,7,7.0,1,0.0
2016-05-18,Œ˜ Ω≈£»‚ª¨,7,7.0,2,0.0
2016-05-19,Œ˜ Ω≈£»‚ª¨,14,14.0,3,0.0
2016-05-20,Œ˜ Ω≈£»‚ª¨,17,13.25,4,0.0
2016-05-21,Œ˜ Ω≈£»‚ª¨,21,19.0,5,1.0
2016-05-22,Œ˜ Ω≈£»‚ª¨,14,14.0,6,1.0
2016-05-23,Œ˜ Ω≈£»‚ª¨,9,9.0,0,0.0
2016-05-24,Œ˜ Ω≈£»‚ª¨,10,10.0,1,0.0
2016-05-25,Œ˜ Ω≈£»‚ª¨,6,6.0,2,0.0
2016-05-26,Œ˜ Ω≈£»‚ª¨,15,15.0,3,0.0
2016-05-27,Œ˜ Ω≈£»‚ª¨,10,10.0,4,0.0
2016-05-28,Œ˜ Ω≈£»‚ª¨,14,14.0,5,1.0
2016-05-29,Œ˜ Ω≈£»‚ª¨,13,13.0,6,1.0
2016-05-30,Œ˜ Ω≈£»‚ª¨,13,13.0,0,0.0
2016-05-31,Œ˜ Ω≈£»‚ª¨,6,6.0,1,0.0
2016-06-01,Œ˜ Ω≈£»‚ª¨,20,13.25,2,0.0
2016-06-02,Œ˜ Ω≈£»‚ª¨,7,7.0,3,0.0
2016-06-03,Œ˜ Ω≈£»‚ª¨,11,11.0,4,0.0
2016-06-04,Œ˜ Ω≈£»‚ª¨,17,17.0,5,1.0
2016-06-05,Œ˜ Ω≈£»‚ª¨,21,19.5,6,1.0
2016-06-06,Œ˜ Ω≈£»‚ª¨,4,7.75,0,0.0
2016-06-07,Œ˜ Ω≈£»‚ª¨,10,10.0,1,0.0
2016-06-08,Œ˜ Ω≈£»‚ª¨,12,12.0,2,0.0
2016-06-09,Œ˜ Ω≈£»‚ª¨,14,14.0,3,2.0
2016-06-10,Œ˜ Ω≈£»‚ª¨,19,13.25,4,2.0
2016-06-11,Œ˜ Ω≈£»‚ª¨,14,16.25,5,2.0
2016-06-12,Œ˜ Ω≈£»‚ª¨,5,16.25,6,0.0
2016-06-13,Œ˜ Ω≈£»‚ª¨,7,7.0,0,0.0
2016-06-14,Œ˜ Ω≈£»‚ª¨,9,9.0,1,0.0
2016-06-15,Œ˜ Ω≈£»‚ª¨,9,9.0,2,0.0
2016-06-16,Œ˜ Ω≈£»‚ª¨,5,7.75,3,0.0
2016-06-17,Œ˜ Ω≈£»‚ª¨,16,13.25,4,0.0
2016-06-18,Œ˜ Ω≈£»‚ª¨,19,19.0,5,1.0
2016-06-19,Œ˜ Ω≈£»‚ª¨,22,19.5,6,1.0
2016-06-20,Œ˜ Ω≈£»‚ª¨,8,8.0,0,0.0
2016-06-21,Œ˜ Ω≈£»‚ª¨,7,7.0,1,0.0
2016-06-22,Œ˜ Ω≈£»‚ª¨,12,12.0,2,0.0
2016-06-23,Œ˜ Ω≈£»‚ª¨,13,13.0,3,0.0
2016-06-24,Œ˜ Ω≈£»‚ª¨,14,14.0,4,0.0
2016-06-25,Œ˜ Ω≈£»‚ª¨,19,19.0,5,1.0
2016-06-26,Œ˜ Ω≈£»‚ª¨,17,17.0,6,1.0
2016-06-27,Œ˜ Ω≈£»‚ª¨,10,10.0,0,0.0
2016-06-28,Œ˜ Ω≈£»‚ª¨,7,7.0,1,0.0
2016-06-29,Œ˜ Ω≈£»‚ª¨,10,10.0,2,0.0
2016-06-30,Œ˜ Ω≈£»‚ª¨,16,13.25,3,0.0
2016-07-01,Œ˜ Ω≈£»‚ª¨,12,12.0,4,0.0
2016-07-02,Œ˜ Ω≈£»‚ª¨,19,19.0,5,1.0
2016-07-03,Œ˜ Ω≈£»‚ª¨,14,14.0,6,1.0
2016-07-04,Œ˜ Ω≈£»‚ª¨,12,12.0,0,0.0
2016-07-05,Œ˜ Ω≈£»‚ª¨,10,10.0,1,0.0
2016-07-06,Œ˜ Ω≈£»‚ª¨,9,9.0,2,0.0
2016-07-07,Œ˜ Ω≈£»‚ª¨,13,13.0,3,0.0
2016-07-08,Œ˜ Ω≈£»‚ª¨,18,15.0,4,0.0
2016-07-09,Œ˜ Ω≈£»‚ª¨,13,14.0,5,1.0
2016-07-10,Œ˜ Ω≈£»‚ª¨,16,16.0,6,1.0
2016-07-11,Œ˜ Ω≈£»‚ª¨,9,9.0,0,0.0
2016-07-12,Œ˜ Ω≈£»‚ª¨,10,10.0,1,0.0
2016-07-13,Œ˜ Ω≈£»‚ª¨,9,9.0,2,0.0
2016-07-14,Œ˜ Ω≈£»‚ª¨,16,16.0,3,0.0
2016-07-15,Œ˜ Ω≈£»‚ª¨,17,15.0,4,0.0
2016-07-16,Œ˜ Ω≈£»‚ª¨,16,16.0,5,1.0
2016-07-17,Œ˜ Ω≈£»‚ª¨,15,15.0,6,1.0
2016-07-18,Œ˜ Ω≈£»‚ª¨,9,9.0,0,0.0
2016-07-19,Œ˜ Ω≈£»‚ª¨,13,13.0,1,0.0
2016-07-20,Œ˜ Ω≈£»‚ª¨,9,9.0,2,0.0
2016-07-21,Œ˜ Ω≈£»‚ª¨,17,15.0,3,0.0
2016-07-22,Œ˜ Ω≈£»‚ª¨,15,15.0,4,0.0
2016-07-23,Œ˜ Ω≈£»‚ª¨,20,16.25,5,1.0
2016-07-24,Œ˜ Ω≈£»‚ª¨,14,14.0,6,1.0
2016-07-25,Œ˜ Ω≈£»‚ª¨,13,13.0,0,0.0
2016-07-26,Œ˜ Ω≈£»‚ª¨,8,8.0,1,0.0
2016-07-27,Œ˜ Ω≈£»‚ª¨,12,12.0,2,0.0
2016-07-28,Œ˜ Ω≈£»‚ª¨,13,13.0,3,0.0
2016-07-29,Œ˜ Ω≈£»‚ª¨,15,15.0,4,0.0
2016-07-30,Œ˜ Ω≈£»‚ª¨,17,16.25,5,1.0
2016-07-31,Œ˜ Ω≈£»‚ª¨,23,23.0,6,1.0
2016-08-01,Œ˜ Ω≈£»‚ª¨,18,16.25,0,0.0
2016-08-02,Œ˜ Ω≈£»‚ª¨,13,13.0,1,0.0
2016-08-03,Œ˜ Ω≈£»‚ª¨,13,13.0,2,0.0
2016-08-04,Œ˜ Ω≈£»‚ª¨,13,13.0,3,0.0
2016-08-05,Œ˜ Ω≈£»‚ª¨,15,15.0,4,0.0
2016-08-06,Œ˜ Ω≈£»‚ª¨,20,20.0,5,1.0
2016-08-07,Œ˜ Ω≈£»‚ª¨,14,16.75,6,1.0
2016-08-08,Œ˜ Ω≈£»‚ª¨,15,15.0,0,0.0
2016-08-09,Œ˜ Ω≈£»‚ª¨,10,11.5,1,0.0
2016-08-10,Œ˜ Ω≈£»‚ª¨,9,11.5,2,0.0
2016-08-11,Œ˜ Ω≈£»‚ª¨,9,11.5,3,0.0
2016-08-12,Œ˜ Ω≈£»‚ª¨,18,16.25,4,0.0
2016-08-13,Œ˜ Ω≈£»‚ª¨,25,25.0,5,1.0
2016-08-14,Œ˜ Ω≈£»‚ª¨,23,23.0,6,1.0
2016-08-15,Œ˜ Ω≈£»‚ª¨,17,17.0,0,0.0
2016-08-16,Œ˜ Ω≈£»‚ª¨,7,11.5,1,0.0
2016-08-17,Œ˜ Ω≈£»‚ª¨,9,11.5,2,0.0
2016-08-18,Œ˜ Ω≈£»‚ª¨,15,15.0,3,0.0
2016-08-19,Œ˜ Ω≈£»‚ª¨,19,16.25,4,0.0
2016-08-20,Œ˜ Ω≈£»‚ª¨,27,23.5,5,1.0
2016-08-21,Œ˜ Ω≈£»‚ª¨,16,16.0,6,1.0
2016-08-22,Œ˜ Ω≈£»‚ª¨,13,13.0,0,0.0
2016-08-23,Œ˜ Ω≈£»‚ª¨,16,16.0,1,0.0
2016-08-24,Œ˜ Ω≈£»‚ª¨,13,13.0,2,0.0
2016-08-25,Œ˜ Ω≈£»‚ª¨,18,16.25,3,0.0
2016-08-26,Œ˜ Ω≈£»‚ª¨,12,12.0,4,0.0
2016-08-27,Œ˜ Ω≈£»‚ª¨,17,17.0,5,1.0
2016-08-28,Œ˜ Ω≈£»‚ª¨,15,15.0,6,1.0
2016-08-29,Œ˜ Ω≈£»‚ª¨,14,14.0,0,0.0
2016-08-30,Œ˜ Ω≈£»‚ª¨,16,16.0,1,0.0
2016-08-31,Œ˜ Ω≈£»‚ª¨,9,11.0,2,0.0
2016-09-01,Œ˜ Ω≈£»‚ª¨,17,17.0,3,0.0
2016-09-02,Œ˜ Ω≈£»‚ª¨,22,17.25,4,0.0
2016-09-03,Œ˜ Ω≈£»‚ª¨,19,19.0,5,1.0
2016-09-04,Œ˜ Ω≈£»‚ª¨,19,19.0,6,1.0
2016-09-05,Œ˜ Ω≈£»‚ª¨,11,11.0,0,0.0
2016-09-06,Œ˜ Ω≈£»‚ª¨,14,14.0,1,0.0
2016-09-07,Œ˜ Ω≈£»‚ª¨,11,11.0,2,0.0
2016-09-08,Œ˜ Ω≈£»‚ª¨,10,10.0,3,0.0
2016-09-09,Œ˜ Ω≈£»‚ª¨,16,16.0,4,0.0
2016-09-10,Œ˜ Ω≈£»‚ª¨,19,19.0,5,1.0
2016-09-11,Œ˜ Ω≈£»‚ª¨,18,18.0,6,1.0
2016-09-12,Œ˜ Ω≈£»‚ª¨,12,12.0,0,0.0
2016-09-13,Œ˜ Ω≈£»‚ª¨,12,12.0,1,0.0
2016-09-14,Œ˜ Ω≈£»‚ª¨,22,17.25,2,0.0
2016-09-15,Œ˜ Ω≈£»‚ª¨,29,17.25,3,2.0
2016-09-16,Œ˜ Ω≈£»‚ª¨,28,17.25,4,2.0
2016-09-17,Œ˜ Ω≈£»‚ª¨,15,15.0,5,2.0
2016-09-18,Œ˜ Ω≈£»‚ª¨,15,15.0,6,0.0
2016-09-19,Œ˜ Ω≈£»‚ª¨,10,10.0,0,0.0
2016-09-20,Œ˜ Ω≈£»‚ª¨,12,12.0,1,0.0
2016-09-21,Œ˜ Ω≈£»‚ª¨,13,13.0,2,0.0
2016-09-22,Œ˜ Ω≈£»‚ª¨,8,11.0,3,0.0
2016-09-23,Œ˜ Ω≈£»‚ª¨,18,18.0,4,0.0
2016-09-24,Œ˜ Ω≈£»‚ª¨,21,19.0,5,1.0
2016-09-25,Œ˜ Ω≈£»‚ª¨,21,21.0,6,1.0
2016-09-26,Œ˜ Ω≈£»‚ª¨,10,10.0,0,0.0
2016-09-27,Œ˜ Ω≈£»‚ª¨,21,21.0,1,0.0
2016-09-28,Œ˜ Ω≈£»‚ª¨,13,13.0,2,0.0
2016-09-29,Œ˜ Ω≈£»‚ª¨,11,11.0,3,0.0
2016-09-30,Œ˜ Ω≈£»‚ª¨,24,24.0,4,0.0
2016-10-01,Œ˜ Ω≈£»‚ª¨,27,27.0,5,2.0
2016-10-02,Œ˜ Ω≈£»‚ª¨,19,19.0,6,2.0
2016-10-03,Œ˜ Ω≈£»‚ª¨,22,22.0,0,2.0
2016-10-04,Œ˜ Ω≈£»‚ª¨,22,22.0,1,2.0
2016-10-05,Œ˜ Ω≈£»‚ª¨,20,20.0,2,2.0
2016-10-06,Œ˜ Ω≈£»‚ª¨,23,23.0,3,2.0
2016-10-07,Œ˜ Ω≈£»‚ª¨,31,27.0,4,2.0
2016-10-08,Œ˜ Ω≈£»‚ª¨,10,16.75,5,0.0
2016-10-09,Œ˜ Ω≈£»‚ª¨,10,16.75,6,0.0
2016-10-10,Œ˜ Ω≈£»‚ª¨,16,16.0,0,0.0
2016-10-11,Œ˜ Ω≈£»‚ª¨,3,12.75,1,0.0
2016-10-12,Œ˜ Ω≈£»‚ª¨,15,15.0,2,0.0
2016-10-13,Œ˜ Ω≈£»‚ª¨,12,12.0,3,0.0
2016-10-14,Œ˜ Ω≈£»‚ª¨,15,15.0,4,0.0
2016-10-15,Œ˜ Ω≈£»‚ª¨,28,28.0,5,1.0
2016-10-16,Œ˜ Ω≈£»‚ª¨,20,20.0,6,1.0
2016-10-17,Œ˜ Ω≈£»‚ª¨,14,14.0,0,0.0
2016-10-18,Œ˜ Ω≈£»‚ª¨,9,12.75,1,0.0
2016-10-19,Œ˜ Ω≈£»‚ª¨,13,13.0,2,0.0
2016-10-20,Œ˜ Ω≈£»‚ª¨,20,20.0,3,0.0
2016-10-21,Œ˜ Ω≈£»‚ª¨,24,24.0,4,0.0
2016-10-22,Œ˜ Ω≈£»‚ª¨,32,27.25,5,1.0
2016-10-23,Œ˜ Ω≈£»‚ª¨,17,21.0,6,1.0
2016-10-24,Œ˜ Ω≈£»‚ª¨,13,13.0,0,0.0
2016-10-25,Œ˜ Ω≈£»‚ª¨,16,16.0,1,0.0
2016-10-26,Œ˜ Ω≈£»‚ª¨,13,13.0,2,0.0
2016-10-27,Œ˜ Ω≈£»‚ª¨,14,14.0,3,0.0
2016-10-28,Œ˜ Ω≈£»‚ª¨,20,20.0,4,0.0
2016-10-29,Œ˜ Ω≈£»‚ª¨,21,21.0,5,1.0
2016-10-30,Œ˜ Ω≈£»‚ª¨,21,21.0,6,1.0
2016-10-31,Œ˜ Ω≈£»‚ª¨,16,16.0,0,0.0
2016-11-01,Œ˜ Ω≈£»‚ª¨,15,15.0,1,0.0
2016-11-02,Œ˜ Ω≈£»‚ª¨,14,14.0,2,0.0
2016-11-03,Œ˜ Ω≈£»‚ª¨,14,14.0,3,0.0
2016-11-04,Œ˜ Ω≈£»‚ª¨,20,20.0,4,0.0
2016-11-05,Œ˜ Ω≈£»‚ª¨,37,24.25,5,1.0
2016-11-06,Œ˜ Ω≈£»‚ª¨,21,21.0,6,1.0
2016-11-07,Œ˜ Ω≈£»‚ª¨,14,14.0,0,0.0
2016-11-08,Œ˜ Ω≈£»‚ª¨,4,13.75,1,0.0
2016-11-09,Œ˜ Ω≈£»‚ª¨,12,13.75,2,0.0
2016-11-10,Œ˜ Ω≈£»‚ª¨,21,19.25,3,0.0
2016-11-11,Œ˜ Ω≈£»‚ª¨,19,19.0,4,0.0
2016-11-12,Œ˜ Ω≈£»‚ª¨,24,24.0,5,1.0
2016-11-13,Œ˜ Ω≈£»‚ª¨,21,21.0,6,1.0
2016-11-14,Œ˜ Ω≈£»‚ª¨,20,20.0,0,0.0
2016-11-15,Œ˜ Ω≈£»‚ª¨,27,19.25,1,0.0
2016-11-16,Œ˜ Ω≈£»‚ª¨,17,17.0,2,0.0
2016-11-17,Œ˜ Ω≈£»‚ª¨,9,13.75,3,0.0
2016-11-18,Œ˜ Ω≈£»‚ª¨,16,16.0,4,0.0
2016-11-19,Œ˜ Ω≈£»‚ª¨,25,25.0,5,1.0
2016-11-20,Œ˜ Ω≈£»‚ª¨,20,20.0,6,1.0
2016-11-21,Œ˜ Ω≈£»‚ª¨,22,22.0,0,0.0
2016-11-22,Œ˜ Ω≈£»‚ª¨,10,14.0,1,0.0
2016-11-23,Œ˜ Ω≈£»‚ª¨,21,21.0,2,0.0
2016-11-24,Œ˜ Ω≈£»‚ª¨,21,21.0,3,0.0
2016-11-25,Œ˜ Ω≈£»‚ª¨,22,22.0,4,0.0
2016-11-26,Œ˜ Ω≈£»‚ª¨,27,27.0,5,1.0
2016-11-27,Œ˜ Ω≈£»‚ª¨,38,26.25,6,1.0
2016-11-28,Œ˜ Ω≈£»‚ª¨,14,14.0,0,0.0
2016-11-29,Œ˜ Ω≈£»‚ª¨,23,23.0,1,0.0
2016-11-30,Œ˜ Ω≈£»‚ª¨,18,18.0,2,0.0
2016-12-01,Œ˜ Ω≈£»‚ª¨,12,12.0,3,0.0
2016-12-02,Œ˜ Ω≈£»‚ª¨,24,24.0,4,0.0
2016-12-03,Œ˜ Ω≈£»‚ª¨,21,21.0,5,1.0
2016-12-04,Œ˜ Ω≈£»‚ª¨,22,22.0,6,1.0
2016-12-05,Œ˜ Ω≈£»‚ª¨,13,13.0,0,0.0
2016-12-06,Œ˜ Ω≈£»‚ª¨,24,24.0,1,0.0
2016-12-07,Œ˜ Ω≈£»‚ª¨,15,15.0,2,0.0
2016-12-08,Œ˜ Ω≈£»‚ª¨,14,14.0,3,0.0
2016-12-09,Œ˜ Ω≈£»‚ª¨,21,21.0,4,0.0
2016-12-10,Œ˜ Ω≈£»‚ª¨,25,25.0,5,1.0
2016-12-11,Œ˜ Ω≈£»‚ª¨,20,20.0,6,1.0
2016-12-12,Œ˜ Ω≈£»‚ª¨,12,12.0,0,0.0
2016-12-13,Œ˜ Ω≈£»‚ª¨,18,18.0,1,0.0
2016-12-14,Œ˜ Ω≈£»‚ª¨,26,22.25,2,0.0
2016-12-15,Œ˜ Ω≈£»‚ª¨,15,15.0,3,0.0
2016-12-16,Œ˜ Ω≈£»‚ª¨,25,22.25,4,0.0
2016-12-17,Œ˜ Ω≈£»‚ª¨,26,26.0,5,1.0
2016-12-18,Œ˜ Ω≈£»‚ª¨,16,24.5,6,1.0
2016-12-19,Œ˜ Ω≈£»‚ª¨,14,16.75,0,0.0
2016-12-20,Œ˜ Ω≈£»‚ª¨,25,25.0,1,0.0
2016-12-21,Œ˜ Ω≈£»‚ª¨,10,16.75,2,0.0
2016-12-22,Œ˜ Ω≈£»‚ª¨,20,20.0,3,0.0
2016-12-23,Œ˜ Ω≈£»‚ª¨,21,21.0,4,0.0
2016-12-24,Œ˜ Ω≈£»‚ª¨,32,32.0,5,1.0
2016-12-25,Œ˜ Ω≈£»‚ª¨,27,27.0,6,1.0
2016-12-26,Œ˜ Ω≈£»‚ª¨,17,17.0,0,0.0
2016-12-27,Œ˜ Ω≈£»‚ª¨,21,21.0,1,0.0
2016-12-28,Œ˜ Ω≈£»‚ª¨,24,24.0,2,0.0
2016-12-29,Œ˜ Ω≈£»‚ª¨,25,25.0,3,0.0
2016-12-30,Œ˜ Ω≈£»‚ª¨,43,23.25,4,0.0
2016-12-31,Œ˜ Ω≈£»‚ª¨,30,30.0,5,2.0
2017-01-01,Œ˜ Ω≈£»‚ª¨,38,27.0,6,2.0
2017-01-02,Œ˜ Ω≈£»‚ª¨,22,22.0,0,2.0
2017-01-03,Œ˜ Ω≈£»‚ª¨,11,16.75,1,0.0
2017-01-04,Œ˜ Ω≈£»‚ª¨,11,16.75,2,0.0
2017-01-05,Œ˜ Ω≈£»‚ª¨,17,17.0,3,0.0
2017-01-06,Œ˜ Ω≈£»‚ª¨,27,23.25,4,0.0
2017-01-07,Œ˜ Ω≈£»‚ª¨,26,26.0,5,1.0
2017-01-08,Œ˜ Ω≈£»‚ª¨,20,24.5,6,1.0
2017-01-09,Œ˜ Ω≈£»‚ª¨,17,17.0,0,0.0
2017-01-10,Œ˜ Ω≈£»‚ª¨,21,21.0,1,0.0
2017-01-11,Œ˜ Ω≈£»‚ª¨,21,21.0,2,0.0
2017-01-12,Œ˜ Ω≈£»‚ª¨,16,16.0,3,0.0
2017-01-13,Œ˜ Ω≈£»‚ª¨,23,23.0,4,0.0
2017-01-14,Œ˜ Ω≈£»‚ª¨,33,33.0,5,1.0
2017-01-15,Œ˜ Ω≈£»‚ª¨,24,22.5,6,1.0
2017-01-16,Œ˜ Ω≈£»‚ª¨,17,17.0,0,0.0
2017-01-17,Œ˜ Ω≈£»‚ª¨,19,19.0,1,0.0
2017-01-18,Œ˜ Ω≈£»‚ª¨,20,20.0,2,0.0
2017-01-19,Œ˜ Ω≈£»‚ª¨,29,23.0,3,0.0
2017-01-20,Œ˜ Ω≈£»‚ª¨,30,23.0,4,0.0
2017-01-21,Œ˜ Ω≈£»‚ª¨,32,22.5,5,1.0
2017-01-22,Œ˜ Ω≈£»‚ª¨,16,19.0,6,0.0
2017-01-23,Œ˜ Ω≈£»‚ª¨,22,22.0,0,0.0
2017-01-24,Œ˜ Ω≈£»‚ª¨,22,22.0,1,0.0
2017-01-25,Œ˜ Ω≈£»‚ª¨,15,15.0,2,0.0
2017-01-26,Œ˜ Ω≈£»‚ª¨,26,23.0,3,0.0
2017-01-29,Œ˜ Ω≈£»‚ª¨,22,22.0,6,2.0
2017-01-30,Œ˜ Ω≈£»‚ª¨,27,23.0,0,2.0
2017-01-31,Œ˜ Ω≈£»‚ª¨,20,20.0,1,2.0
2017-02-01,Œ˜ Ω≈£»‚ª¨,20,20.0,2,2.0
2017-02-02,Œ˜ Ω≈£»‚ª¨,31,27.0,3,2.0
2017-02-03,Œ˜ Ω≈£»‚ª¨,16,16.0,4,0.0
2017-02-04,Œ˜ Ω≈£»‚ª¨,15,19.0,5,0.0
2017-02-05,Œ˜ Ω≈£»‚ª¨,20,20.0,6,1.0
2017-02-06,Œ˜ Ω≈£»‚ª¨,7,14.25,0,0.0
2017-02-07,Œ˜ Ω≈£»‚ª¨,8,14.25,1,0.0
2017-02-08,Œ˜ Ω≈£»‚ª¨,12,12.0,2,0.0
2017-02-09,Œ˜ Ω≈£»‚ª¨,10,14.25,3,0.0
2017-02-10,Œ˜ Ω≈£»‚ª¨,16,16.0,4,0.0
2017-02-11,Œ˜ Ω≈£»‚ª¨,22,22.0,5,1.0
2017-02-12,Œ˜ Ω≈£»‚ª¨,21,21.0,6,1.0
2017-02-13,Œ˜ Ω≈£»‚ª¨,7,14.25,0,0.0
2017-02-14,Œ˜ Ω≈£»‚ª¨,19,19.0,1,0.0
2017-02-15,Œ˜ Ω≈£»‚ª¨,9,13.75,2,0.0
2017-02-16,Œ˜ Ω≈£»‚ª¨,16,16.0,3,0.0
2017-02-17,Œ˜ Ω≈£»‚ª¨,19,19.0,4,0.0
2017-02-18,Œ˜ Ω≈£»‚ª¨,22,22.0,5,1.0
2017-02-19,Œ˜ Ω≈£»‚ª¨,21,21.0,6,1.0
2017-02-20,Œ˜ Ω≈£»‚ª¨,13,13.0,0,0.0
2017-02-21,Œ˜ Ω≈£»‚ª¨,14,14.0,1,0.0
2017-02-22,Œ˜ Ω≈£»‚ª¨,18,18.0,2,0.0
2017-02-23,Œ˜ Ω≈£»‚ª¨,16,16.0,3,0.0
2017-02-24,Œ˜ Ω≈£»‚ª¨,27,19.0,4,0.0
2017-02-25,Œ˜ Ω≈£»‚ª¨,22,22.0,5,1.0
2017-02-26,Œ˜ Ω≈£»‚ª¨,19,19.0,6,1.0
2017-02-27,Œ˜ Ω≈£»‚ª¨,19,19.0,0,0.0
2017-02-28,Œ˜ Ω≈£»‚ª¨,19,19.0,1,0.0
2017-03-01,Œ˜ Ω≈£»‚ª¨,17,17.0,2,0.0
2017-03-02,Œ˜ Ω≈£»‚ª¨,15,15.0,3,0.0
2017-03-03,Œ˜ Ω≈£»‚ª¨,21,19.0,4,0.0
2017-03-04,Œ˜ Ω≈£»‚ª¨,12,19.0,5,1.0
2017-03-05,Œ˜ Ω≈£»‚ª¨,19,19.0,6,1.0
2017-03-06,Œ˜ Ω≈£»‚ª¨,10,13.75,0,0.0
2017-03-07,Œ˜ Ω≈£»‚ª¨,13,13.0,1,0.0
2017-03-08,Œ˜ Ω≈£»‚ª¨,24,19.0,2,0.0
2017-03-09,Œ˜ Ω≈£»‚ª¨,11,13.75,3,0.0
2017-03-10,Œ˜ Ω≈£»‚ª¨,18,18.0,4,0.0
2017-03-11,Œ˜ Ω≈£»‚ª¨,23,23.0,5,1.0
2017-03-12,Œ˜ Ω≈£»‚ª¨,25,22.25,6,1.0
2017-03-13,Œ˜ Ω≈£»‚ª¨,15,15.0,0,0.0
2017-03-14,Œ˜ Ω≈£»‚ª¨,12,12.0,1,0.0
2017-03-15,Œ˜ Ω≈£»‚ª¨,11,11.0,2,0.0
2017-03-16,Œ˜ Ω≈£»‚ª¨,11,11.0,3,0.0
2017-03-17,Œ˜ Ω≈£»‚ª¨,33,12.25,4,0.0
2017-03-18,Œ˜ Ω≈£»‚ª¨,17,17.0,5,1.0
2017-03-19,Œ˜ Ω≈£»‚ª¨,11,14.0,6,1.0
2017-03-20,Œ˜ Ω≈£»‚ª¨,14,12.25,0,0.0
2017-03-21,Œ˜ Ω≈£»‚ª¨,11,11.0,1,0.0
2017-03-22,Œ˜ Ω≈£»‚ª¨,5,8.75,2,0.0
2017-03-23,Œ˜ Ω≈£»‚ª¨,8,8.0,3,0.0
2017-03-24,Œ˜ Ω≈£»‚ª¨,10,10.0,4,0.0
2017-03-25,Œ˜ Ω≈£»‚ª¨,16,16.0,5,1.0
2017-03-26,Œ˜ Ω≈£»‚ª¨,14,14.0,6,1.0
2017-03-27,Œ˜ Ω≈£»‚ª¨,15,12.25,0,0.0
2017-03-28,Œ˜ Ω≈£»‚ª¨,9,9.0,1,0.0
2017-03-29,Œ˜ Ω≈£»‚ª¨,10,10.0,2,0.0
2017-03-30,Œ˜ Ω≈£»‚ª¨,4,8.75,3,0.0
2017-03-31,Œ˜ Ω≈£»‚ª¨,13,13.0,4,0.0
2017-04-01,Œ˜ Ω≈£»‚ª¨,18,18.0,5,0.0
2017-04-02,Œ˜ Ω≈£»‚ª¨,16,16.0,6,2.0
2017-04-03,Œ˜ Ω≈£»‚ª¨,10,15.5,0,2.0
2017-04-04,Œ˜ Ω≈£»‚ª¨,12,15.5,1,2.0
2017-04-05,Œ˜ Ω≈£»‚ª¨,4,8.75,2,0.0
2017-04-06,Œ˜ Ω≈£»‚ª¨,14,12.25,3,0.0
2017-04-07,Œ˜ Ω≈£»‚ª¨,11,11.0,4,0.0
2017-04-08,Œ˜ Ω≈£»‚ª¨,14,14.0,5,1.0
2017-04-09,Œ˜ Ω≈£»‚ª¨,19,17.25,6,1.0
2017-04-10,Œ˜ Ω≈£»‚ª¨,5,8.75,0,0.0
2017-04-11,Œ˜ Ω≈£»‚ª¨,9,9.0,1,0.0
2017-04-12,Œ˜ Ω≈£»‚ª¨,13,13.0,2,0.0
2017-04-13,Œ˜ Ω≈£»‚ª¨,17,13.0,3,0.0
2017-04-14,Œ˜ Ω≈£»‚ª¨,10,10.0,4,0.0
2017-04-15,Œ˜ Ω≈£»‚ª¨,11,11.0,5,1.0
2017-04-16,Œ˜ Ω≈£»‚ª¨,9,10.75,6,1.0
2017-04-17,Œ˜ Ω≈£»‚ª¨,9,9.0,0,0.0
2017-04-18,Œ˜ Ω≈£»‚ª¨,16,13.0,1,0.0
2017-04-19,Œ˜ Ω≈£»‚ª¨,6,8.0,2,0.0
2017-04-20,Œ˜ Ω≈£»‚ª¨,11,11.0,3,0.0
2017-04-21,Œ˜ Ω≈£»‚ª¨,9,9.0,4,0.0
